"Id","Plate","Row","Column","Clog","Scan.rate","Status.sort","Status.sel","TOF","EXT","Green","Yellow","Red","PH.Ext","PW.Ext","PC.Ext","PH.Green","PW.Green","PCGreen","PH.Yellow","PW.Yellow","PCYellow","PH.Red","PW.Red","PCRed","Time.Stamp","X","filtering","fluo1","fluo2","log.fluo1","log.fluo2","pca.ind.1","pca.ind.2","clust"
"937",-1,0,0,"N",2500,0,2,531,515,120,186,28,64004,530,"n/a",15372,530,0,23826,530,"n/a",2199,487,"n/a",1891062,NA,"in",120,28,4.78749174278205,3.3322045101752,2.38563869584045,0.114834453911616,2
"938",-1,0,0,"N",2500,0,40,834,708,6,8,11,57052,832,"n/a",692,832,0,1983,832,"n/a",3761,821,"n/a",1891218,NA,"in",6,11,1.79175946922805,2.39789527279837,-0.743285476308165,-0.124287127725681,1
"939",-1,0,0,"N",2500,0,40,788,729,6,8,10,57284,786,"n/a",680,784,0,1433,786,"n/a",2441,766,"n/a",1891234,NA,"in",6,10,1.79175946922805,2.30258509299405,-0.778513551807923,-0.0357263402917608,1
"940",-1,0,0,"N",2500,0,40,540,646,6,7,9,57272,539,"n/a",704,536,0,1404,539,"n/a",2192,538,"n/a",1891390,NA,"in",6,9,1.79175946922805,2.19722457733622,-0.817456382551791,0.0621730682526096,1
"941",-1,0,0,"N",2500,0,40,496,576,5,5,6,65532,495,"n/a",992,495,0,1045,495,"n/a",1404,491,"n/a",1891390,NA,"in",5,6,1.6094379124341,1.79175946922805,-1.13673283486022,0.371536367572813,1
"942",-1,0,0,"N",2500,0,40,760,733,8,8,10,63160,758,"n/a",880,748,0,1160,751,"n/a",1875,735,"n/a",1891437,NA,"in",8,10,2.07944154167984,2.30258509299405,-0.511203691316025,0.0706052791539773,1
"943",-1,0,0,"N",2500,0,40,878,579,5,6,7,38488,876,"n/a",492,855,0,1049,875,"n/a",1943,859,"n/a",1891562,NA,"in",5,7,1.6094379124341,1.94591014905531,-1.07975642585078,0.22830187135212,1
"944",-1,0,0,"N",2500,0,2,951,824,187,290,45,52956,949,"n/a",20268,949,0,31303,949,"n/a",4619,790,"n/a",1891781,NA,"in",187,45,5.23110861685459,3.80666248977032,2.97320763473503,-0.162057307268952,2
"945",-1,0,0,"N",2500,0,40,477,580,5,7,9,65532,476,"n/a",936,471,0,1480,476,"n/a",2586,476,"n/a",1891921,NA,"in",5,9,1.6094379124341,2.19722457733622,-0.986866834499319,-0.00521572044926111,1
"946",-1,0,0,"N",2500,0,40,471,574,5,7,10,58892,470,"n/a",716,470,0,1701,470,"n/a",2946,470,"n/a",1892140,NA,"in",5,10,1.6094379124341,2.30258509299405,-0.947924003755452,-0.103115128993632,1
"947",-1,0,0,"N",2500,0,2,853,700,122,189,31,53996,851,"n/a",16080,851,0,24714,851,"n/a",2791,705,"n/a",1892453,NA,"in",122,31,4.80402104473326,3.43398720448515,2.43861788910836,0.0263689817506206,2
"948",-1,0,0,"N",2500,0,40,555,616,6,7,8,62264,554,"n/a",836,543,0,917,554,"n/a",1301,554,"n/a",1892750,NA,"in",6,8,1.79175946922805,2.07944154167984,-0.860990763466951,0.171615295782785,1
"949",-1,0,0,"N",2500,0,2,690,664,133,208,32,58720,689,"n/a",16500,689,0,25329,689,"n/a",3044,616,"n/a",1893031,NA,"in",133,32,4.89034912822175,3.46573590279973,2.53056744382161,0.0287767258196399,2
"950",-1,0,0,"N",2500,0,40,419,561,5,7,10,65532,418,"n/a",776,418,0,1758,418,"n/a",3752,418,"n/a",1893046,NA,"in",5,10,1.6094379124341,2.30258509299405,-0.947924003755452,-0.103115128993632,1
"951",-1,0,0,"N",2500,0,40,461,495,5,6,8,52712,460,"n/a",784,443,0,1085,460,"n/a",1701,460,"n/a",1893359,NA,"in",5,8,1.6094379124341,2.07944154167984,-1.03040121541448,0.104226507080915,1
"952",-1,0,0,"N",2500,0,40,891,587,5,7,8,46140,889,"n/a",684,868,0,1643,887,"n/a",2646,831,"n/a",1893421,NA,"in",5,8,1.6094379124341,2.07944154167984,-1.03040121541448,0.104226507080915,1
"953",-1,0,0,"N",2500,0,2,615,594,153,237,34,55696,614,"n/a",24000,614,0,36575,614,"n/a",1985,537,"n/a",1893531,NA,"in",153,34,5.03043792139244,3.52636052461616,2.68314361793241,0.0242241621338813,2
"954",-1,0,0,"N",2500,0,1,158,72,0,0,0,24532,156,"n/a",228,156,0,234,156,"n/a",207,156,"n/a",1893546,NA,"out.neg",0,0,-Inf,-Inf,NA,NA,NA
"955",-1,0,0,"N",2500,0,40,644,584,5,6,9,56884,643,"n/a",652,632,0,1510,643,"n/a",2781,635,"n/a",1893546,NA,"in",5,9,1.6094379124341,2.19722457733622,-0.986866834499319,-0.00521572044926111,1
"956",-1,0,0,"N",2500,0,40,810,750,7,7,9,58044,808,"n/a",724,808,0,1312,808,"n/a",2318,785,"n/a",1893656,NA,"in",7,9,1.94591014905531,2.19722457733622,-0.674221886331098,0.119149477262042,1
"957",-1,0,0,"N",2500,0,2,598,655,133,205,33,61800,597,"n/a",14832,597,0,22684,597,"n/a",3182,554,"n/a",1893781,NA,"in",133,33,4.89034912822175,3.49650756146648,2.54194111153465,0.00018416280307243,2
"958",-1,0,0,"N",2500,0,40,474,552,6,7,10,56852,473,"n/a",832,472,0,1337,473,"n/a",2213,472,"n/a",1894031,NA,"in",6,10,1.79175946922805,2.30258509299405,-0.778513551807923,-0.0357263402917608,1
"959",-1,0,0,"N",2500,0,2,755,733,150,234,37,55568,753,"n/a",17992,753,0,27823,753,"n/a",3797,677,"n/a",1894062,NA,"in",150,37,5.01063529409626,3.61091791264422,2.69599699608593,-0.0616646414903538,2
"960",-1,0,0,"N",2500,0,2,719,592,137,218,35,43096,718,"n/a",19392,718,0,30948,718,"n/a",4238,629,"n/a",1894093,NA,"in",137,35,4.91998092582813,3.55534806148941,2.59122286628527,-0.043537188057045,2
"961",-1,0,0,"N",2500,0,40,827,726,6,6,7,52264,825,"n/a",512,824,0,1200,825,"n/a",2250,818,"n/a",1894140,NA,"in",6,7,1.79175946922805,1.94591014905531,-0.910345973903256,0.295690660053991,1
"962",-1,0,0,"N",2500,0,40,1021,868,8,8,10,50644,1019,"n/a",636,992,0,1251,1019,"n/a",2187,1003,"n/a",1894171,NA,"in",8,10,2.07944154167984,2.30258509299405,-0.511203691316025,0.0706052791539773,1
"963",-1,0,0,"N",2500,0,2,536,622,139,217,34,65532,535,"n/a",21796,535,0,34410,535,"n/a",2650,490,"n/a",1894312,NA,"in",139,34,4.93447393313069,3.52636052461616,2.59397532150062,-0.0112455708021303,2
"964",-1,0,0,"N",2500,0,1,173,71,0,0,0,22744,171,"n/a",276,171,0,201,171,"n/a",335,157,"n/a",1894359,NA,"out.neg",0,0,-Inf,-Inf,NA,NA,NA
"965",-1,0,0,"N",2500,0,40,634,617,6,6,8,56692,633,"n/a",716,622,0,1137,632,"n/a",1963,622,"n/a",1894359,NA,"in",6,8,1.79175946922805,2.07944154167984,-0.860990763466951,0.171615295782785,1
"966",-1,0,0,"N",2500,0,40,873,782,7,9,12,62020,871,"n/a",720,851,0,2125,871,"n/a",3993,864,"n/a",1894640,NA,"in",7,12,1.94591014905531,2.484906649788,-0.56789026688536,-0.148160383229857,1
"967",-1,0,0,"N",2500,0,40,895,808,7,8,11,54020,893,"n/a",692,882,0,1285,893,"n/a",2166,880,"n/a",1894718,NA,"in",7,11,1.94591014905531,2.39789527279837,-0.600050980087472,-0.0673107187162487,1
"968",-1,0,0,"N",2500,0,40,852,601,5,6,9,51100,850,"n/a",508,850,0,1474,850,"n/a",3447,809,"n/a",1894765,NA,"in",5,9,1.6094379124341,2.19722457733622,-0.986866834499319,-0.00521572044926111,1
"969",-1,0,0,"N",2500,0,40,867,745,6,8,11,64732,865,"n/a",692,865,0,1966,865,"n/a",3280,865,"n/a",1894843,NA,"in",6,11,1.79175946922805,2.39789527279837,-0.743285476308165,-0.124287127725681,1
"970",-1,0,0,"N",2500,0,40,549,671,7,10,14,63548,548,"n/a",852,548,0,1606,548,"n/a",2506,548,"n/a",1894937,NA,"in",7,14,1.94591014905531,2.63905732961526,-0.510913857875927,-0.29139487945055,1
"971",-1,0,0,"N",2500,0,40,733,612,5,6,7,49940,732,"n/a",592,715,0,922,731,"n/a",1665,689,"n/a",1895015,NA,"in",5,7,1.6094379124341,1.94591014905531,-1.07975642585078,0.22830187135212,1
"972",-1,0,0,"N",2500,0,40,420,503,6,8,12,63640,419,"n/a",892,419,0,2083,419,"n/a",4072,419,"n/a",1895234,NA,"in",6,12,1.79175946922805,2.484906649788,-0.711124763106053,-0.205136792239289,1
"973",-1,0,0,"N",2500,0,40,781,621,5,6,9,50992,779,"n/a",628,766,0,1378,779,"n/a",2649,747,"n/a",1895312,NA,"in",5,9,1.6094379124341,2.19722457733622,-0.986866834499319,-0.00521572044926111,1
"974",-1,0,0,"N",2500,0,40,793,572,5,6,8,53776,791,"n/a",584,783,0,1330,790,"n/a",2506,778,"n/a",1895406,NA,"in",5,8,1.6094379124341,2.07944154167984,-1.03040121541448,0.104226507080915,1
"975",-1,0,0,"N",2500,0,40,1016,831,7,8,10,52548,1014,"n/a",672,998,0,1701,1014,"n/a",2992,977,"n/a",1895453,NA,"in",7,10,1.94591014905531,2.30258509299405,-0.63527905558723,0.0212500687176717,1
"976",-1,0,0,"N",2500,0,40,1017,849,8,9,10,53260,1015,"n/a",816,1005,0,1198,1013,"n/a",2092,993,"n/a",1895640,NA,"in",8,10,2.07944154167984,2.30258509299405,-0.511203691316025,0.0706052791539773,1
"977",-1,0,0,"N",2500,0,2,671,737,162,248,38,56248,670,"n/a",17116,670,0,25943,670,"n/a",2204,652,"n/a",1895656,NA,"in",162,38,5.08759633523238,3.63758615972639,2.77736502458329,-0.0579984181412595,2
"978",-1,0,0,"N",2500,0,40,433,443,4,7,8,53688,432,"n/a",632,428,0,1200,432,"n/a",1935,432,"n/a",1895734,NA,"in",4,8,1.38629436111989,2.07944154167984,-1.23774285148902,0.0217492954218875,1
"979",-1,0,0,"N",2500,0,1,161,106,0,0,0,31372,159,"n/a",88,153,0,115,158,"n/a",126,134,"n/a",1896015,NA,"out.neg",0,0,-Inf,-Inf,NA,NA,NA
"980",-1,0,0,"N",2500,0,40,886,592,6,7,9,51596,884,"n/a",516,881,0,1321,884,"n/a",2423,849,"n/a",1896140,NA,"in",6,9,1.79175946922805,2.19722457733622,-0.817456382551791,0.0621730682526096,1
"981",-1,0,0,"N",2500,0,40,472,595,5,7,10,62400,471,"n/a",760,460,0,1560,471,"n/a",2636,466,"n/a",1896375,NA,"in",5,10,1.6094379124341,2.30258509299405,-0.947924003755452,-0.103115128993632,1
"982",-1,0,0,"N",2500,0,40,898,777,6,8,10,58780,896,"n/a",596,889,0,1657,896,"n/a",2826,885,"n/a",1896375,NA,"in",6,10,1.79175946922805,2.30258509299405,-0.778513551807923,-0.0357263402917608,1
"983",-1,0,0,"N",2500,0,1,156,73,0,0,0,22292,154,"n/a",124,149,0,148,153,"n/a",159,118,"n/a",1896406,NA,"out.neg",0,0,-Inf,-Inf,NA,NA,NA
"984",-1,0,0,"N",2500,0,40,802,516,5,6,8,39808,800,"n/a",536,797,0,1378,800,"n/a",2157,784,"n/a",1896421,NA,"in",5,8,1.6094379124341,2.07944154167984,-1.03040121541448,0.104226507080915,1
"985",-1,0,0,"N",2500,0,40,543,634,5,7,11,65532,542,"n/a",912,537,0,1682,542,"n/a",2951,541,"n/a",1896453,NA,"in",5,11,1.6094379124341,2.39789527279837,-0.912695928255693,-0.191675916427552,1
"986",-1,0,0,"N",2500,0,40,880,700,6,7,10,52120,878,"n/a",816,850,0,1700,869,"n/a",3223,852,"n/a",1896546,NA,"in",6,10,1.79175946922805,2.30258509299405,-0.778513551807923,-0.0357263402917608,1
"987",-1,0,0,"N",2500,0,40,881,634,5,6,8,57672,879,"n/a",716,862,0,1265,878,"n/a",2209,857,"n/a",1896656,NA,"in",5,8,1.6094379124341,2.07944154167984,-1.03040121541448,0.104226507080915,1
"988",-1,0,0,"N",2500,0,40,889,711,7,7,9,40328,887,"n/a",512,873,0,1246,887,"n/a",2545,887,"n/a",1896734,NA,"in",7,9,1.94591014905531,2.19722457733622,-0.674221886331098,0.119149477262042,1
"989",-1,0,0,"N",2500,0,2,815,744,165,256,40,55380,813,"n/a",21216,813,0,32608,813,"n/a",3077,755,"n/a",1896828,NA,"in",165,40,5.10594547390058,3.68887945411394,2.81337354144425,-0.09887725927535,2
"990",-1,0,0,"N",2500,0,2,554,620,127,198,32,64964,553,"n/a",20828,553,0,32773,553,"n/a",2990,512,"n/a",1896875,NA,"in",127,32,4.84418708645859,3.46573590279973,2.48767436800855,0.0117145411107835,2
"991",-1,0,0,"N",2500,0,2,660,556,121,188,27,53664,659,"n/a",18960,659,0,29793,659,"n/a",1716,569,"n/a",1896937,NA,"in",121,27,4.79579054559674,3.29583686600433,2.37990779066649,0.15169408489978,2
"992",-1,0,0,"N",2500,0,2,1066,981,237,373,54,60988,1064,"n/a",22828,1064,0,35549,1064,"n/a",2755,893,"n/a",1896968,NA,"in",237,54,5.46806014113513,3.98898404656427,3.26076822058422,-0.243886913138178,2
"993",-1,0,0,"N",2500,0,40,727,560,4,7,10,48996,726,"n/a",500,716,0,1994,725,"n/a",3742,726,"n/a",1897093,NA,"in",4,10,1.38629436111989,2.30258509299405,-1.15526563983,-0.185592340652659,1
"994",-1,0,0,"N",2500,0,40,722,601,5,5,6,49480,721,"n/a",552,721,0,772,721,"n/a",1370,707,"n/a",1897140,NA,"in",5,6,1.6094379124341,1.79175946922805,-1.13673283486022,0.371536367572813,1
"995",-1,0,0,"N",2500,0,40,804,511,4,6,9,53492,802,"n/a",676,788,0,1578,802,"n/a",2773,792,"n/a",1897265,NA,"in",4,9,1.38629436111989,2.19722457733622,-1.19420847057387,-0.0876929321082882,1
"996",-1,0,0,"N",2500,0,40,484,409,4,6,9,47892,483,"n/a",760,483,0,1602,483,"n/a",3017,481,"n/a",1897343,NA,"in",4,9,1.38629436111989,2.19722457733622,-1.19420847057387,-0.0876929321082882,1
"997",-1,0,0,"N",2500,0,2,759,599,112,172,25,54212,757,"n/a",15232,757,0,23084,757,"n/a",1859,633,"n/a",1897421,NA,"in",112,25,4.71849887129509,3.2188758248682,2.27964356993432,0.194636963355697,2
"998",-1,0,0,"N",2500,0,40,753,742,6,8,10,53980,752,"n/a",644,752,0,1943,752,"n/a",3224,748,"n/a",1897453,NA,"in",6,10,1.79175946922805,2.30258509299405,-0.778513551807923,-0.0357263402917608,1
"999",-1,0,0,"N",2500,0,40,761,705,7,7,10,55584,759,"n/a",828,756,0,1780,759,"n/a",2993,745,"n/a",1897500,NA,"in",7,10,1.94591,2.302585,-0.6352791,0.02125007,1
"1000",-1,0,0,"N",2500,0,40,817,757,8,8,10,59948,815,"n/a",860,805,0,1185,815,"n/a",2002,788,"n/a",1897531,NA,"in",8,10,2.079442,2.302585,-0.5112037,0.07060528,1
"1001",-1,0,0,"N",2500,0,40,516,679,8,8,11,65532,515,"n/a",1148,510,0,1631,515,"n/a",2553,510,"n/a",1897625,NA,"in",8,11,2.079442,2.397895,-0.4759756,-0.01795551,1
"1002",-1,0,0,"N",2500,0,40,744,634,5,6,7,50468,743,"n/a",540,743,0,1122,743,"n/a",1945,712,"n/a",1897734,NA,"in",5,7,1.609438,1.94591,-1.079756,0.2283019,1
"1003",-1,0,0,"N",2500,0,40,677,412,3,4,6,42756,676,"n/a",464,676,0,1111,676,"n/a",2171,652,"n/a",1897765,NA,"in",3,6,1.098612,1.791759,-1.611384,0.1827275,1
"1004",-1,0,0,"N",2500,0,40,703,632,6,8,10,51660,702,"n/a",656,688,0,1481,702,"n/a",2624,698,"n/a",1897765,NA,"in",6,10,1.791759,2.302585,-0.7785136,-0.03572634,1
"1005",-1,0,0,"N",2500,0,40,847,626,5,6,8,47272,845,"n/a",464,844,0,1307,845,"n/a",2571,835,"n/a",1897984,NA,"in",5,8,1.609438,2.079442,-1.030401,0.1042265,1
"1006",-1,0,0,"N",2500,0,2,602,676,131,203,34,64836,601,"n/a",21940,601,0,34337,601,"n/a",2968,582,"n/a",1898093,NA,"in",131,34,4.875197,3.526361,2.538896,-0.0331551,2
"1007",-1,0,0,"N",2500,0,40,810,542,5,7,9,40208,808,"n/a",804,783,0,2148,806,"n/a",3584,783,"n/a",1898093,NA,"in",5,9,1.609438,2.197225,-0.9868668,-0.00521572,1
"1008",-1,0,0,"N",2500,0,40,530,637,6,6,8,65532,529,"n/a",1060,516,0,1317,527,"n/a",1712,521,"n/a",1898125,NA,"in",6,8,1.791759,2.079442,-0.8609908,0.1716153,1
"1009",-1,0,0,"N",2500,0,2,653,665,172,270,41,65532,652,"n/a",20856,652,0,31608,652,"n/a",2489,626,"n/a",1898203,NA,"in",172,41,5.147494,3.713572,2.861107,-0.1064641,2
"1010",-1,0,0,"N",2500,0,40,886,637,4,6,7,44976,884,"n/a",412,881,0,1081,884,"n/a",2014,843,"n/a",1898265,NA,"in",4,7,1.386294,1.94591,-1.287098,0.1458247,1
"1011",-1,0,0,"N",2500,0,1,155,65,0,0,0,24876,153,"n/a",280,153,0,260,153,"n/a",433,148,"n/a",1898375,NA,"out.neg",0,0,-Inf,-Inf,NA,NA,NA
"1012",-1,0,0,"N",2500,0,40,542,544,5,7,11,55380,541,"n/a",772,532,0,1677,541,"n/a",3266,541,"n/a",1898375,NA,"in",5,11,1.609438,2.397895,-0.9126959,-0.1916759,1
"1013",-1,0,0,"N",2500,0,40,548,648,6,8,11,60504,547,"n/a",760,534,0,1530,547,"n/a",2627,537,"n/a",1898453,NA,"in",6,11,1.791759,2.397895,-0.7432855,-0.1242871,1
"1014",-1,0,0,"N",2500,0,1,151,114,0,0,0,40468,149,"n/a",212,142,0,119,149,"n/a",183,135,"n/a",1898578,NA,"out.neg",0,0,-Inf,-Inf,NA,NA,NA
"1015",-1,0,0,"N",2500,0,40,636,600,6,7,9,54420,635,"n/a",668,632,0,1093,635,"n/a",2278,627,"n/a",1898875,NA,"in",6,9,1.791759,2.197225,-0.8174564,0.06217307,1
"1016",-1,0,0,"N",2500,0,40,862,631,6,6,8,45848,860,"n/a",568,860,0,1067,852,"n/a",1797,837,"n/a",1898921,NA,"in",6,8,1.791759,2.079442,-0.8609908,0.1716153,1
"1017",-1,0,0,"N",2500,0,40,882,612,5,7,9,46716,880,"n/a",816,880,0,1675,880,"n/a",2958,851,"n/a",1899078,NA,"in",5,9,1.609438,2.197225,-0.9868668,-0.00521572,1
"1018",-1,0,0,"N",2500,0,40,795,742,6,7,9,58688,793,"n/a",632,789,0,1234,793,"n/a",1956,777,"n/a",1899218,NA,"in",6,9,1.791759,2.197225,-0.8174564,0.06217307,1
"1019",-1,0,0,"N",2500,0,40,461,400,5,7,10,44264,460,"n/a",684,460,0,1675,460,"n/a",3174,458,"n/a",1899406,NA,"in",5,10,1.609438,2.302585,-0.947924,-0.1031151,1
"1020",-1,0,0,"N",2500,0,40,753,578,5,10,14,54180,752,"n/a",864,748,0,2614,752,"n/a",4923,752,"n/a",1899453,NA,"in",5,14,1.609438,2.639057,-0.8235588,-0.4157601,1
"1021",-1,0,0,"N",2500,0,40,638,647,6,12,17,64508,637,"n/a",1100,631,0,2734,637,"n/a",4936,637,"n/a",1899562,NA,"in",6,17,1.791759,2.833213,-0.5823854,-0.5287781,1
"1022",-1,0,0,"N",2500,0,40,805,645,7,8,10,50048,803,"n/a",880,790,0,1516,802,"n/a",2327,799,"n/a",1899781,NA,"in",7,10,1.94591,2.302585,-0.6352791,0.02125007,1
"1023",-1,0,0,"N",2500,0,40,761,883,9,10,13,59348,759,"n/a",892,746,0,1725,754,"n/a",3420,742,"n/a",1899906,NA,"in",9,13,2.197225,2.564949,-0.3047877,-0.1296453,1
"1024",-1,0,0,"N",2500,0,40,904,539,5,6,7,29448,902,"n/a",400,864,0,1047,899,"n/a",2155,858,"n/a",1900000,NA,"in",5,7,1.609438,1.94591,-1.079756,0.2283019,1
"1025",-1,0,0,"N",2500,0,40,863,561,5,8,10,33900,861,"n/a",664,845,0,2074,860,"n/a",3433,848,"n/a",1900187,NA,"in",5,10,1.609438,2.302585,-0.947924,-0.1031151,1
"1026",-1,0,0,"N",2500,0,40,428,477,5,9,13,64400,427,"n/a",1044,422,0,2392,427,"n/a",3997,427,"n/a",1900609,NA,"in",5,13,1.609438,2.564949,-0.8509502,-0.3469001,1
"1027",-1,0,0,"N",2500,0,40,858,734,7,8,9,53468,856,"n/a",824,800,0,1484,854,"n/a",2771,836,"n/a",1900687,NA,"in",7,9,1.94591,2.197225,-0.6742219,0.1191495,1
"1028",-1,0,0,"N",2500,0,40,498,490,5,6,8,64116,497,"n/a",1476,492,0,1156,497,"n/a",1934,492,"n/a",1900765,NA,"in",5,8,1.609438,2.079442,-1.030401,0.1042265,1
"1029",-1,0,0,"N",2500,0,40,688,565,5,8,11,48272,687,"n/a",680,687,0,1698,687,"n/a",2999,685,"n/a",1900796,NA,"in",5,11,1.609438,2.397895,-0.9126959,-0.1916759,1
"1030",-1,0,0,"N",2500,0,2,1011,913,211,329,47,56492,1009,"n/a",20236,1009,0,31652,1009,"n/a",2465,806,"n/a",1900953,NA,"in",211,47,5.351858,3.850148,3.101479,-0.1578322,2
"1031",-1,0,0,"N",2500,0,40,801,679,6,7,9,55036,799,"n/a",780,775,0,1050,799,"n/a",2028,771,"n/a",1901062,NA,"in",6,9,1.791759,2.197225,-0.8174564,0.06217307,1
"1032",-1,0,0,"N",2500,0,2,763,706,140,217,31,55712,761,"n/a",17032,761,0,25979,761,"n/a",1738,599,"n/a",1901187,NA,"in",140,31,4.941642,3.433987,2.566494,0.07723591,2
"1033",-1,0,0,"N",2500,0,40,562,617,6,7,10,64088,561,"n/a",772,555,0,1582,558,"n/a",2925,546,"n/a",1901250,NA,"in",6,10,1.791759,2.302585,-0.7785136,-0.03572634,1
"1034",-1,0,0,"N",2500,0,1,173,105,0,0,0,32736,171,"n/a",80,131,0,72,163,"n/a",86,65,"n/a",1901343,NA,"out.neg",0,0,-Inf,-Inf,NA,NA,NA
"1035",-1,0,0,"N",2500,0,2,475,507,108,168,29,53700,474,"n/a",16856,474,0,26081,474,"n/a",2512,473,"n/a",1901718,NA,"in",108,29,4.682131,3.367296,2.30071,0.0432853,2
"1036",-1,0,0,"N",2500,0,40,591,635,5,7,10,58280,590,"n/a",652,583,0,1759,590,"n/a",2909,590,"n/a",1901812,NA,"in",5,10,1.609438,2.302585,-0.947924,-0.1031151,1
"1037",-1,0,0,"N",2500,0,40,592,572,5,7,10,54704,591,"n/a",784,582,0,1426,590,"n/a",2913,586,"n/a",1901812,NA,"in",5,10,1.609438,2.302585,-0.947924,-0.1031151,1
"1038",-1,0,0,"N",2500,0,40,451,524,5,7,11,65412,450,"n/a",968,443,0,1983,450,"n/a",3206,450,"n/a",1901843,NA,"in",5,11,1.609438,2.397895,-0.9126959,-0.1916759,1
"1039",-1,0,0,"N",2500,0,1,153,77,0,0,0,24660,151,"n/a",72,127,0,111,150,"n/a",87,121,"n/a",1902171,NA,"out.neg",0,0,-Inf,-Inf,NA,NA,NA
"1040",-1,0,0,"N",2500,0,40,707,640,6,8,12,55660,706,"n/a",704,699,0,2524,706,"n/a",4198,698,"n/a",1902187,NA,"in",6,12,1.791759,2.484907,-0.7111248,-0.2051368,1
"1041",-1,0,0,"N",2500,0,40,478,503,5,8,12,61180,477,"n/a",964,477,0,2318,477,"n/a",4431,477,"n/a",1902203,NA,"in",5,12,1.609438,2.484907,-0.8805352,-0.2725256,1
"1042",-1,0,0,"N",2500,0,1,150,82,0,0,0,28232,148,"n/a",88,132,0,80,144,"n/a",82,86,"n/a",1902343,NA,"out.neg",0,0,-Inf,-Inf,NA,NA,NA
"1043",-1,0,0,"N",2500,0,40,390,455,5,6,8,65532,389,"n/a",1092,389,0,1515,389,"n/a",2325,389,"n/a",1902390,NA,"in",5,8,1.609438,2.079442,-1.030401,0.1042265,1
"1044",-1,0,0,"N",2500,0,40,697,633,5,7,10,57912,696,"n/a",968,656,0,1731,692,"n/a",2885,681,"n/a",1902421,NA,"in",5,10,1.609438,2.302585,-0.947924,-0.1031151,1
"1045",-1,0,0,"N",2500,0,2,937,823,116,176,27,57956,935,"n/a",13916,935,0,21458,935,"n/a",1863,750,"n/a",1902421,NA,"in",116,27,4.75359,3.295837,2.340696,0.1360962,2
"1046",-1,0,0,"N",2500,0,40,935,673,5,7,9,50216,933,"n/a",572,925,0,1412,931,"n/a",2736,918,"n/a",1902656,NA,"in",5,9,1.609438,2.197225,-0.9868668,-0.00521572,1
"1047",-1,0,0,"N",2500,0,40,801,665,5,7,9,56288,799,"n/a",572,797,0,1739,792,"n/a",3570,763,"n/a",1902718,NA,"in",5,9,1.609438,2.197225,-0.9868668,-0.00521572,1
"1048",-1,0,0,"N",2500,0,40,617,627,6,6,7,64936,616,"n/a",940,603,0,986,616,"n/a",1062,616,"n/a",1902781,NA,"in",6,7,1.791759,1.94591,-0.910346,0.2956907,1
"1049",-1,0,0,"N",2500,0,40,623,562,5,6,7,51984,622,"n/a",728,615,0,1030,620,"n/a",1522,619,"n/a",1902875,NA,"in",5,7,1.609438,1.94591,-1.079756,0.2283019,1
"1050",-1,0,0,"N",2500,0,2,733,709,200,313,44,55488,732,"n/a",27112,732,0,42598,732,"n/a",2750,549,"n/a",1902968,NA,"in",200,44,5.298317,3.78419,3.027351,-0.1163345,2
"1051",-1,0,0,"N",2500,0,40,476,487,5,6,6,61664,475,"n/a",1028,464,0,1068,475,"n/a",1460,459,"n/a",1903000,NA,"in",5,6,1.609438,1.791759,-1.136733,0.3715364,1
"1052",-1,0,0,"N",2500,0,40,523,432,4,7,10,49292,522,"n/a",852,519,0,2578,522,"n/a",4728,522,"n/a",1903078,NA,"in",4,10,1.386294,2.302585,-1.155266,-0.1855923,1
"1053",-1,0,0,"N",2500,0,40,518,694,7,10,13,65440,517,"n/a",956,502,0,2291,517,"n/a",4076,514,"n/a",1903109,NA,"in",7,13,1.94591,2.564949,-0.5383053,-0.2225349,1
"1054",-1,0,0,"N",2500,0,40,447,513,5,7,9,61836,446,"n/a",828,445,0,1644,446,"n/a",2615,446,"n/a",1903171,NA,"in",5,9,1.609438,2.197225,-0.9868668,-0.00521572,1
"1055",-1,0,0,"N",2500,0,2,997,881,197,310,45,60476,995,"n/a",20244,995,0,31231,995,"n/a",2899,779,"n/a",1903187,NA,"in",197,45,5.283204,3.806662,3.021614,-0.1428022,2
"1056",-1,0,0,"N",2500,0,2,799,784,142,224,35,56452,797,"n/a",18040,797,0,27521,797,"n/a",2615,745,"n/a",1903203,NA,"in",142,35,4.955827,3.555348,2.624531,-0.03028792,2
"1057",-1,0,0,"N",2500,0,40,895,653,6,6,7,46600,893,"n/a",572,887,0,992,890,"n/a",1801,872,"n/a",1903437,NA,"in",6,7,1.791759,1.94591,-0.910346,0.2956907,1
"1058",-1,0,0,"N",2500,0,40,930,767,7,7,9,48692,928,"n/a",572,889,0,1251,927,"n/a",2442,887,"n/a",1903500,NA,"in",7,9,1.94591,2.197225,-0.6742219,0.1191495,1
"1059",-1,0,0,"N",2500,0,40,861,614,5,6,8,45556,859,"n/a",536,847,0,1140,858,"n/a",2218,838,"n/a",1903500,NA,"in",5,8,1.609438,2.079442,-1.030401,0.1042265,1
"1060",-1,0,0,"N",2500,0,40,498,516,6,8,10,63736,497,"n/a",1100,494,0,1779,497,"n/a",3402,492,"n/a",1903562,NA,"in",6,10,1.791759,2.302585,-0.7785136,-0.03572634,1
"1061",-1,0,0,"N",2500,0,40,725,665,7,9,12,57788,724,"n/a",1096,716,0,1941,724,"n/a",2973,720,"n/a",1903593,NA,"in",7,12,1.94591,2.484907,-0.5678903,-0.1481604,1
