"Id","Plate","Row","Column","Clog","Scan.rate","Status.sort","Status.sel","TOF","EXT","Green","Yellow","Red","PH.Ext","PW.Ext","PC.Ext","PH.Green","PW.Green","PCGreen","PH.Yellow","PW.Yellow","PCYellow","PH.Red","PW.Red","PCRed","Time.Stamp","X","filtering","fluo1","fluo2","log.fluo1","log.fluo2","pca.ind.1","pca.ind.2","clust"
"269",-1,0,0,"N",2500,0,40,566,477,5,6,8,43080,565,"n/a",904,562,0,1426,565,"n/a",2727,556,"n/a",1823156,NA,"in",5,8,1.6094379124341,2.07944154167984,-1.03040121541448,0.104226507080915,1
"270",-1,0,0,"N",2500,0,40,915,722,6,6,8,46800,913,"n/a",576,908,0,1182,913,"n/a",2039,892,"n/a",1823281,NA,"in",6,8,1.79175946922805,2.07944154167984,-0.860990763466951,0.171615295782785,1
"271",-1,0,0,"N",2500,0,40,739,621,5,7,10,52296,738,"n/a",548,738,0,1805,738,"n/a",3481,690,"n/a",1823312,NA,"in",5,10,1.6094379124341,2.30258509299405,-0.947924003755452,-0.103115128993632,1
"272",-1,0,0,"N",2500,0,40,557,633,6,8,11,55236,556,"n/a",792,553,0,1754,556,"n/a",3687,556,"n/a",1823453,NA,"in",6,11,1.79175946922805,2.39789527279837,-0.743285476308165,-0.124287127725681,1
"273",-1,0,0,"N",2500,0,40,900,722,7,8,9,51068,898,"n/a",640,888,0,1519,898,"n/a",2632,894,"n/a",1823625,NA,"in",7,9,1.94591014905531,2.19722457733622,-0.674221886331098,0.119149477262042,1
"274",-1,0,0,"N",2500,0,40,392,457,5,8,11,59792,391,"n/a",852,391,0,1772,391,"n/a",2793,391,"n/a",1823640,NA,"in",5,11,1.6094379124341,2.39789527279837,-0.912695928255693,-0.191675916427552,1
"275",-1,0,0,"N",2500,0,40,477,584,5,6,9,61316,476,"n/a",772,471,0,1314,476,"n/a",2635,467,"n/a",1823718,NA,"in",5,9,1.6094379124341,2.19722457733622,-0.986866834499319,-0.00521572044926111,1
"276",-1,0,0,"N",2500,0,40,756,725,7,7,10,54832,754,"n/a",940,742,0,1527,754,"n/a",2923,752,"n/a",1823796,NA,"in",7,10,1.94591014905531,2.30258509299405,-0.63527905558723,0.0212500687176717,1
"277",-1,0,0,"N",2500,0,40,894,784,7,8,10,54628,892,"n/a",656,879,0,1750,892,"n/a",3806,875,"n/a",1823984,NA,"in",7,10,1.94591014905531,2.30258509299405,-0.63527905558723,0.0212500687176717,1
"278",-1,0,0,"N",2500,0,40,462,400,4,6,8,52876,461,"n/a",624,461,0,2072,461,"n/a",3734,458,"n/a",1824203,NA,"in",4,8,1.38629436111989,2.07944154167984,-1.23774285148902,0.0217492954218875,1
"279",-1,0,0,"N",2500,0,40,798,658,5,8,13,60868,796,"n/a",772,794,0,2398,796,"n/a",3959,794,"n/a",1824500,NA,"in",5,13,1.6094379124341,2.56494935746154,-0.8509502268087,-0.346900062601615,1
"280",-1,0,0,"N",2500,0,2,758,650,128,199,30,58620,756,"n/a",18076,756,0,28309,756,"n/a",2075,603,"n/a",1824562,NA,"in",128,30,4.85203026391962,3.40119738166216,2.4711077229074,0.0745817218444741,2
"281",-1,0,0,"N",2500,0,40,466,573,6,7,9,58940,465,"n/a",852,465,0,1429,465,"n/a",2360,458,"n/a",1824828,NA,"in",6,9,1.79175946922805,2.19722457733622,-0.817456382551791,0.0621730682526096,1
"282",-1,0,0,"N",2500,0,40,635,650,6,8,11,58724,634,"n/a",720,634,0,2244,634,"n/a",4066,634,"n/a",1824890,NA,"in",6,11,1.79175946922805,2.39789527279837,-0.743285476308165,-0.124287127725681,1
"283",-1,0,0,"N",2500,0,2,525,703,138,211,32,65532,524,"n/a",17104,524,0,25494,524,"n/a",2481,482,"n/a",1824937,NA,"in",138,32,4.92725368515721,3.46573590279973,2.56485860378808,0.0424172049444964,2
"284",-1,0,0,"N",2500,0,40,803,622,6,10,14,55976,801,"n/a",736,792,0,2527,801,"n/a",4880,799,"n/a",1824968,NA,"in",6,14,1.79175946922805,2.63905732961526,-0.65414835409662,-0.348371288459982,1
"285",-1,0,0,"N",2500,0,40,780,512,4,5,6,41544,778,"n/a",456,778,0,892,778,"n/a",1574,737,"n/a",1825015,NA,"in",4,6,1.38629436111989,1.79175946922805,-1.34407447093476,0.289059155913786,1
"286",-1,0,0,"N",2500,0,40,968,514,4,5,7,34856,966,"n/a",556,952,0,1157,966,"n/a",2157,899,"n/a",1825281,NA,"in",4,7,1.38629436111989,1.94591014905531,-1.28709806192533,0.145824659693093,1
"287",-1,0,0,"N",2500,0,40,862,706,6,8,10,46140,860,"n/a",684,810,0,1425,854,"n/a",2727,828,"n/a",1825312,NA,"in",6,10,1.79175946922805,2.30258509299405,-0.778513551807923,-0.0357263402917608,1
"288",-1,0,0,"N",2500,0,2,507,491,108,170,30,57308,506,"n/a",21196,506,0,33501,506,"n/a",3819,496,"n/a",1825343,NA,"in",108,30,4.68213122712422,3.40119738166216,2.31324008994568,0.0117844833138957,2
"289",-1,0,0,"N",2500,0,40,839,719,6,7,9,55204,837,"n/a",700,837,0,1609,837,"n/a",3403,809,"n/a",1825359,NA,"in",6,9,1.79175946922805,2.19722457733622,-0.817456382551791,0.0621730682526096,1
"290",-1,0,0,"N",2500,0,40,758,741,8,7,9,65532,756,"n/a",1488,732,0,1390,754,"n/a",1653,735,"n/a",1825390,NA,"in",8,9,2.07944154167984,2.19722457733622,-0.550146522059892,0.168504687698348,1
"291",-1,0,0,"N",2500,0,2,817,766,162,250,36,63360,815,"n/a",24516,815,0,37312,815,"n/a",1771,650,"n/a",1825468,NA,"in",162,36,5.08759633523238,3.58351893845611,2.75738096666962,-0.00775996827273495,2
"292",-1,0,0,"N",2500,0,40,879,808,9,9,10,58628,877,"n/a",896,861,0,1128,876,"n/a",2144,861,"n/a",1825484,NA,"in",9,10,2.19722457733622,2.30258509299405,-0.401761463785849,0.114139660069137,1
"293",-1,0,0,"N",2500,0,40,516,457,5,6,8,46384,515,"n/a",628,515,0,978,515,"n/a",1684,512,"n/a",1825515,NA,"in",5,8,1.6094379124341,2.07944154167984,-1.03040121541448,0.104226507080915,1
"294",-1,0,0,"N",2500,0,1,151,117,0,0,0,43452,149,"n/a",92,140,0,107,148,"n/a",201,101,"n/a",1825578,NA,"out.neg",0,0,-Inf,-Inf,NA,NA,NA
"295",-1,0,0,"N",2500,0,40,651,673,7,9,13,65532,650,"n/a",960,650,0,1982,650,"n/a",3121,650,"n/a",1825625,NA,"in",7,13,1.94591014905531,2.56494935746154,-0.538305278640479,-0.222534864890312,1
"296",-1,0,0,"N",2500,0,2,518,698,142,216,32,65532,517,"n/a",21376,517,0,33389,517,"n/a",1297,496,"n/a",1825687,NA,"in",142,32,4.95582705760126,3.46573590279973,2.59140855226665,0.0529783530171207,2
"297",-1,0,0,"N",2500,0,1,218,156,16,23,3,42056,217,"n/a",7032,217,0,10733,217,"n/a",611,211,"n/a",1825875,NA,"out.size",16,3,2.77258872223978,1.09861228866811,NA,NA,NA
"298",-1,0,0,"N",2500,0,40,733,485,4,5,6,37944,732,"n/a",560,719,0,1141,732,"n/a",1986,708,"n/a",1825921,NA,"in",4,6,1.38629436111989,1.79175946922805,-1.34407447093476,0.289059155913786,1
"299",-1,0,0,"N",2500,0,2,723,649,164,254,38,53576,722,"n/a",24504,722,0,38386,722,"n/a",1798,707,"n/a",1825953,NA,"in",164,38,5.0998664278242,3.63758615972639,2.78876621031234,-0.0534632074313341,2
"300",-1,0,0,"N",2500,0,1,183,133,0,0,0,39052,181,"n/a",284,180,0,324,181,"n/a",510,174,"n/a",1826046,NA,"out.neg",0,0,-Inf,-Inf,NA,NA,NA
"301",-1,0,0,"N",2500,0,40,910,834,7,7,10,58424,908,"n/a",816,908,0,1686,908,"n/a",3574,894,"n/a",1826078,NA,"in",7,10,1.94591014905531,2.30258509299405,-0.63527905558723,0.0212500687176717,1
"302",-1,0,0,"N",2500,0,40,710,661,5,5,7,57420,709,"n/a",604,709,0,907,709,"n/a",1621,669,"n/a",1826156,NA,"in",5,7,1.6094379124341,1.94591014905531,-1.07975642585078,0.22830187135212,1
"303",-1,0,0,"N",2500,0,40,777,685,5,6,8,54860,775,"n/a",564,768,0,983,775,"n/a",1676,762,"n/a",1826218,NA,"in",5,8,1.6094379124341,2.07944154167984,-1.03040121541448,0.104226507080915,1
"304",-1,0,0,"N",2500,0,40,434,528,4,8,12,65180,433,"n/a",896,418,0,1833,433,"n/a",2886,433,"n/a",1826343,NA,"in",4,12,1.38629436111989,2.484906649788,-1.08787685112813,-0.355002792600187,1
"305",-1,0,0,"N",2500,0,40,899,629,6,7,8,39504,897,"n/a",572,863,0,1208,893,"n/a",2242,880,"n/a",1826812,NA,"in",6,8,1.79175946922805,2.07944154167984,-0.860990763466951,0.171615295782785,1
"306",-1,0,0,"N",2500,0,40,589,556,5,7,11,55940,588,"n/a",700,588,0,1939,588,"n/a",3415,585,"n/a",1826906,NA,"in",5,11,1.6094379124341,2.39789527279837,-0.912695928255693,-0.191675916427552,1
"307",-1,0,0,"N",2500,0,40,774,740,6,6,7,65532,772,"n/a",732,765,0,912,770,"n/a",1191,772,"n/a",1827046,NA,"in",6,7,1.79175946922805,1.94591014905531,-0.910345973903256,0.295690660053991,1
"308",-1,0,0,"N",2500,0,40,845,720,7,8,11,51520,843,"n/a",964,838,0,1735,842,"n/a",3731,824,"n/a",1827484,NA,"in",7,11,1.94591014905531,2.39789527279837,-0.600050980087472,-0.0673107187162487,1
"309",-1,0,0,"N",2500,0,40,548,602,6,8,11,63920,547,"n/a",1088,542,0,1451,547,"n/a",2707,547,"n/a",1827515,NA,"in",6,11,1.79175946922805,2.39789527279837,-0.743285476308165,-0.124287127725681,1
"310",-1,0,0,"N",2500,0,1,302,140,1,1,1,25588,301,"n/a",380,301,0,520,301,"n/a",521,301,"n/a",1827625,NA,"out.size",1,1,0,0,NA,NA,NA
"311",-1,0,0,"N",2500,0,1,345,297,2,6,9,57128,344,"n/a",848,338,0,2084,344,"n/a",4060,341,"n/a",1827625,NA,"in",2,9,0.693147180559945,2.19722457733622,-1.83827041908784,-0.343890551914924,1
"312",-1,0,0,"N",2500,0,40,511,614,6,8,11,65224,510,"n/a",900,505,0,1721,510,"n/a",3160,510,"n/a",1827656,NA,"in",6,11,1.79175946922805,2.39789527279837,-0.743285476308165,-0.124287127725681,1
"313",-1,0,0,"N",2500,0,40,871,695,6,6,7,50252,869,"n/a",580,845,0,1014,862,"n/a",1798,814,"n/a",1827703,NA,"in",6,7,1.79175946922805,1.94591014905531,-0.910345973903256,0.295690660053991,1
"314",-1,0,0,"N",2500,0,40,680,681,6,7,9,62260,679,"n/a",836,668,0,1079,679,"n/a",2203,679,"n/a",1827750,NA,"in",6,9,1.79175946922805,2.19722457733622,-0.817456382551791,0.0621730682526096,1
"315",-1,0,0,"N",2500,0,40,793,812,7,8,11,54808,791,"n/a",688,783,0,1706,791,"n/a",3391,791,"n/a",1828187,NA,"in",7,11,1.94591014905531,2.39789527279837,-0.600050980087472,-0.0673107187162487,1
"316",-1,0,0,"N",2500,0,2,532,588,139,216,34,58084,531,"n/a",17800,531,0,27254,531,"n/a",3607,494,"n/a",1828234,NA,"in",139,34,4.93447393313069,3.52636052461616,2.59397532150062,-0.0112455708021303,2
"317",-1,0,0,"N",2500,0,2,857,715,174,269,38,49800,855,"n/a",23056,855,1,36136,855,"n/a",2347,714,"n/a",1828250,NA,"in",174,38,5.15905529921453,3.63758615972639,2.84376362054086,-0.0315861106263038,2
"318",-1,0,0,"N",2500,0,40,920,686,5,7,8,46580,918,"n/a",500,904,0,1329,913,"n/a",2561,894,"n/a",1828812,NA,"in",5,8,1.6094379124341,2.07944154167984,-1.03040121541448,0.104226507080915,1
"319",-1,0,0,"N",2500,0,40,895,721,6,8,10,53744,893,"n/a",740,875,0,1768,893,"n/a",3061,855,"n/a",1828953,NA,"in",6,10,1.79175946922805,2.30258509299405,-0.778513551807923,-0.0357263402917608,1
"320",-1,0,0,"N",2500,0,2,871,719,138,212,31,49432,869,"n/a",14920,869,0,23405,869,"n/a",2021,727,"n/a",1829203,NA,"in",138,31,4.92725368515721,3.43398720448515,2.55312380753084,0.0719176185258548,2
"321",-1,0,0,"N",2500,0,40,1054,795,8,9,11,50076,1052,"n/a",716,1037,0,1812,1050,"n/a",3384,960,"n/a",1829250,NA,"in",8,11,2.07944154167984,2.39789527279837,-0.475975615816266,-0.017955508279943,1
"322",-1,0,0,"N",2500,0,40,624,532,5,6,8,59780,623,"n/a",780,623,0,1403,623,"n/a",2172,622,"n/a",1829296,NA,"in",5,8,1.6094379124341,2.07944154167984,-1.03040121541448,0.104226507080915,1
"323",-1,0,0,"N",2500,0,40,744,660,5,7,9,56644,743,"n/a",632,737,0,1140,743,"n/a",2063,720,"n/a",1829687,NA,"in",5,9,1.6094379124341,2.19722457733622,-0.986866834499319,-0.00521572044926111,1
"324",-1,0,0,"N",2500,0,1,262,112,1,1,1,27736,261,"n/a",356,261,0,324,261,"n/a",396,250,"n/a",1829718,NA,"out.size",1,1,0,0,NA,NA,NA
"325",-1,0,0,"N",2500,0,40,438,422,3,6,9,57688,437,"n/a",764,426,0,1935,437,"n/a",3450,430,"n/a",1829718,NA,"in",3,9,1.09861228866811,2.19722457733622,-1.46151833106576,-0.194024551554026,1
"326",-1,0,0,"N",2500,0,1,165,127,0,0,0,42668,163,"n/a",176,147,0,104,160,"n/a",119,109,"n/a",1829718,NA,"out.neg",0,0,-Inf,-Inf,NA,NA,NA
"327",-1,0,0,"N",2500,0,40,847,665,6,8,12,54308,845,"n/a",712,845,0,2119,843,"n/a",3505,832,"n/a",1829750,NA,"in",6,12,1.79175946922805,2.484906649788,-0.711124763106053,-0.205136792239289,1
"328",-1,0,0,"N",2500,0,40,812,640,6,7,10,55612,810,"n/a",692,804,0,1804,810,"n/a",3617,804,"n/a",1829875,NA,"in",6,10,1.79175946922805,2.30258509299405,-0.778513551807923,-0.0357263402917608,1
"329",-1,0,0,"N",2500,0,40,854,611,5,6,8,50520,852,"n/a",520,847,0,1384,849,"n/a",2273,837,"n/a",1830015,NA,"in",5,8,1.6094379124341,2.07944154167984,-1.03040121541448,0.104226507080915,1
"330",-1,0,0,"N",2500,0,40,946,748,7,10,12,54472,944,"n/a",868,913,0,1894,941,"n/a",3366,914,"n/a",1830109,NA,"in",7,12,1.94591014905531,2.484906649788,-0.56789026688536,-0.148160383229857,1
"331",-1,0,0,"N",2500,0,2,556,491,115,178,28,54088,555,"n/a",21612,555,0,33496,555,"n/a",2283,508,"n/a",1830218,NA,"in",115,28,4.74493212836325,3.3322045101752,2.34609294140425,0.0991037805138315,2
"332",-1,0,0,"N",2500,0,40,672,570,5,6,8,46680,671,"n/a",784,665,0,1208,671,"n/a",1930,663,"n/a",1830218,NA,"in",5,8,1.6094379124341,2.07944154167984,-1.03040121541448,0.104226507080915,1
"333",-1,0,0,"N",2500,0,40,616,664,7,6,7,62072,615,"n/a",768,613,0,946,615,"n/a",1731,615,"n/a",1830437,NA,"in",7,7,1.94591014905531,1.94591014905531,-0.767111477682563,0.352667069063423,1
"334",-1,0,0,"N",2500,0,40,902,741,7,7,9,47652,900,"n/a",680,893,0,1302,900,"n/a",2217,870,"n/a",1830468,NA,"in",7,9,1.94591014905531,2.19722457733622,-0.674221886331098,0.119149477262042,1
"335",-1,0,0,"N",2500,0,40,440,543,6,9,12,65320,439,"n/a",936,438,0,2209,439,"n/a",3526,435,"n/a",1830562,NA,"in",6,12,1.79175946922805,2.484906649788,-0.711124763106053,-0.205136792239289,1
"336",-1,0,0,"N",2500,0,2,442,473,104,165,29,54656,441,"n/a",15532,441,0,24201,441,"n/a",2619,435,"n/a",1830640,NA,"in",104,29,4.64439089914137,3.36729582998647,2.26564182084705,0.0293359032304152,2
"337",-1,0,0,"N",2500,0,40,904,610,5,6,8,43720,902,"n/a",528,877,0,1191,902,"n/a",2340,851,"n/a",1830781,NA,"in",5,8,1.6094379124341,2.07944154167984,-1.03040121541448,0.104226507080915,1
"338",-1,0,0,"N",2500,0,2,823,647,150,233,35,48456,821,"n/a",17960,821,0,27447,821,"n/a",3142,590,"n/a",1830875,NA,"in",150,35,5.01063529409626,3.55534806148941,2.67545754357403,-0.0100299705039028,2
"339",-1,0,0,"N",2500,0,40,620,704,7,7,9,58816,619,"n/a",812,610,0,1198,619,"n/a",1800,617,"n/a",1830906,NA,"in",7,9,1.94591014905531,2.19722457733622,-0.674221886331098,0.119149477262042,1
"340",-1,0,0,"N",2500,0,40,739,729,6,7,10,54460,738,"n/a",656,738,0,1591,738,"n/a",3364,735,"n/a",1830937,NA,"in",6,10,1.79175946922805,2.30258509299405,-0.778513551807923,-0.0357263402917608,1
"341",-1,0,0,"N",2500,0,2,746,675,134,207,31,53828,745,"n/a",17248,745,0,27245,745,"n/a",1529,693,"n/a",1831000,NA,"in",134,31,4.89783979995091,3.43398720448515,2.52579286721881,0.0610458042987082,2
"342",-1,0,0,"N",2500,0,40,711,656,6,6,8,51100,710,"n/a",832,704,0,1343,710,"n/a",2703,698,"n/a",1831062,NA,"in",6,8,1.79175946922805,2.07944154167984,-0.860990763466951,0.171615295782785,1
"343",-1,0,0,"N",2500,0,40,887,838,7,8,9,55540,885,"n/a",588,878,0,1387,885,"n/a",2485,876,"n/a",1831171,NA,"in",7,9,1.94591014905531,2.19722457733622,-0.674221886331098,0.119149477262042,1
"344",-1,0,0,"N",2500,0,40,871,823,7,8,11,57928,869,"n/a",844,845,0,1695,868,"n/a",3271,857,"n/a",1831812,NA,"in",7,11,1.94591014905531,2.39789527279837,-0.600050980087472,-0.0673107187162487,1
"345",-1,0,0,"N",2500,0,2,868,773,127,195,30,56096,866,"n/a",16340,866,0,24000,866,"n/a",2101,714,"n/a",1831843,NA,"in",127,30,4.84418708645859,3.40119738166216,2.46381996022184,0.0716827655281365,2
"346",-1,0,0,"N",2500,0,40,362,352,5,6,8,54416,361,"n/a",928,358,0,1773,361,"n/a",2503,361,"n/a",1831921,NA,"in",5,8,1.6094379124341,2.07944154167984,-1.03040121541448,0.104226507080915,1
"347",-1,0,0,"N",2500,0,2,392,491,125,196,30,64472,391,"n/a",20248,391,0,30818,391,"n/a",2900,387,"n/a",1831984,NA,"in",125,30,4.8283137373023,3.40119738166216,2.44907068261707,0.0658157370149196,2
"348",-1,0,0,"N",2500,0,40,482,537,5,9,13,54968,481,"n/a",836,481,0,2271,481,"n/a",4228,481,"n/a",1832156,NA,"in",5,13,1.6094379124341,2.56494935746154,-0.8509502268087,-0.346900062601615,1
"349",-1,0,0,"N",2500,0,2,492,549,126,199,34,55616,491,"n/a",18000,491,0,28535,491,"n/a",3051,488,"n/a",1832250,NA,"in",126,34,4.83628190695148,3.52636052461616,2.50273676570294,-0.0475388200522869,2
"350",-1,0,0,"N",2500,0,40,569,665,7,8,10,65532,568,"n/a",1224,565,0,1490,568,"n/a",2552,555,"n/a",1832281,NA,"in",7,10,1.94591014905531,2.30258509299405,-0.63527905558723,0.0212500687176717,1
"351",-1,0,0,"N",2500,0,2,929,792,179,277,40,51364,927,"n/a",19648,927,0,30673,927,"n/a",2581,719,"n/a",1832281,NA,"in",179,40,5.18738580584075,3.68887945411394,2.88904667457976,-0.0687756880874244,2
"352",-1,0,0,"N",2500,0,2,748,689,111,172,26,53300,747,"n/a",13156,747,0,20611,747,"n/a",2934,628,"n/a",1832312,NA,"in",111,26,4.70953020131233,3.25809653802148,2.28580658179115,0.154878710547452,2
"353",-1,0,0,"N",2500,0,40,831,581,6,5,7,44936,829,"n/a",500,817,0,865,829,"n/a",1570,821,"n/a",1832390,NA,"in",6,7,1.79175946922805,1.94591014905531,-0.910345973903256,0.295690660053991,1
"354",-1,0,0,"N",2500,0,40,536,489,6,10,13,60552,535,"n/a",1056,533,0,2679,535,"n/a",4383,534,"n/a",1832406,NA,"in",6,13,1.79175946922805,2.56494935746154,-0.681539774861172,-0.279511273899745,1
"355",-1,0,0,"N",2500,0,40,724,593,5,6,7,47960,723,"n/a",524,723,0,1381,723,"n/a",2852,708,"n/a",1832515,NA,"in",5,7,1.6094379124341,1.94591014905531,-1.07975642585078,0.22830187135212,1
"356",-1,0,0,"N",2500,0,40,841,726,6,6,9,51840,839,"n/a",760,817,0,1399,833,"n/a",2621,819,"n/a",1832578,NA,"in",6,9,1.79175946922805,2.19722457733622,-0.817456382551791,0.0621730682526096,1
"357",-1,0,0,"N",2500,0,40,620,552,5,7,11,59368,619,"n/a",772,584,0,2150,617,"n/a",4192,598,"n/a",1832578,NA,"in",5,11,1.6094379124341,2.39789527279837,-0.912695928255693,-0.191675916427552,1
"358",-1,0,0,"N",2500,0,40,912,887,8,10,14,59900,910,"n/a",908,905,0,1691,908,"n/a",3334,876,"n/a",1832609,NA,"in",8,14,2.07944154167984,2.63905732961526,-0.386838493604722,-0.242039669014244,1
"359",-1,0,0,"N",2500,0,40,855,571,5,5,6,45088,853,"n/a",588,830,0,1014,852,"n/a",1798,814,"n/a",1832656,NA,"in",5,6,1.6094379124341,1.79175946922805,-1.13673283486022,0.371536367572813,1
"360",-1,0,0,"N",2500,0,40,406,512,4,6,9,63180,405,"n/a",792,405,0,1602,405,"n/a",3220,405,"n/a",1832656,NA,"in",4,9,1.38629436111989,2.19722457733622,-1.19420847057387,-0.0876929321082882,1
"361",-1,0,0,"N",2500,0,40,680,694,7,8,11,65532,679,"n/a",940,670,0,1510,678,"n/a",2938,679,"n/a",1832687,NA,"in",7,11,1.94591014905531,2.39789527279837,-0.600050980087472,-0.0673107187162487,1
"362",-1,0,0,"N",2500,0,40,535,632,6,7,9,65532,534,"n/a",804,531,0,1012,534,"n/a",1624,534,"n/a",1832718,NA,"in",6,9,1.79175946922805,2.19722457733622,-0.817456382551791,0.0621730682526096,1
"363",-1,0,0,"N",2500,0,40,568,707,7,8,11,57768,567,"n/a",860,563,0,1407,567,"n/a",2588,567,"n/a",1832859,NA,"in",7,11,1.94591014905531,2.39789527279837,-0.600050980087472,-0.0673107187162487,1
"364",-1,0,0,"N",2500,0,40,481,571,6,7,10,63192,480,"n/a",892,480,0,1786,480,"n/a",3518,479,"n/a",1832875,NA,"in",6,10,1.79175946922805,2.30258509299405,-0.778513551807923,-0.0357263402917608,1
"365",-1,0,0,"N",2500,0,2,507,584,160,249,37,56496,506,"n/a",20168,506,0,31190,506,"n/a",3314,460,"n/a",1832921,NA,"in",160,37,5.07517381523383,3.61091791264422,2.75596522050328,-0.0378102337036427,2
"366",-1,0,0,"N",2500,0,40,826,578,4,7,10,62748,824,"n/a",832,788,0,2057,821,"n/a",4126,785,"n/a",1833031,NA,"in",4,10,1.38629436111989,2.30258509299405,-1.15526563983,-0.185592340652659,1
"367",-1,0,0,"N",2500,0,40,976,799,6,7,9,57980,974,"n/a",556,971,0,1533,972,"n/a",3066,941,"n/a",1833062,NA,"in",6,9,1.79175946922805,2.19722457733622,-0.817456382551791,0.0621730682526096,1
"368",-1,0,0,"N",2500,0,40,789,710,6,8,10,55984,787,"n/a",712,770,0,1416,782,"n/a",2172,780,"n/a",1833156,NA,"in",6,10,1.79175946922805,2.30258509299405,-0.778513551807923,-0.0357263402917608,1
"369",-1,0,0,"N",2500,0,2,866,557,137,213,31,54152,864,"n/a",21988,864,0,34236,864,"n/a",2648,666,"n/a",1833218,NA,"in",137,31,4.91998092582813,3.43398720448515,2.54636606880531,0.0692294973276533,2
"370",-1,0,0,"N",2500,0,40,548,614,5,7,10,64220,547,"n/a",820,528,0,1763,542,"n/a",3444,536,"n/a",1833343,NA,"in",5,10,1.6094379124341,2.30258509299405,-0.947924003755452,-0.103115128993632,1
"371",-1,0,0,"N",2500,0,40,650,553,6,8,10,48276,649,"n/a",740,646,0,1590,649,"n/a",2958,647,"n/a",1833375,NA,"in",6,10,1.79175946922805,2.30258509299405,-0.778513551807923,-0.0357263402917608,1
"372",-1,0,0,"N",2500,0,40,511,622,6,10,13,62892,510,"n/a",724,510,0,1544,510,"n/a",2599,510,"n/a",1833593,NA,"in",6,13,1.79175946922805,2.56494935746154,-0.681539774861172,-0.279511273899745,1
"373",-1,0,0,"N",2500,0,40,457,552,5,8,11,65532,456,"n/a",1116,436,0,1907,456,"n/a",2830,456,"n/a",1833609,NA,"in",5,11,1.6094379124341,2.39789527279837,-0.912695928255693,-0.191675916427552,1
"374",-1,0,0,"N",2500,0,2,497,355,81,128,20,35716,496,"n/a",10984,496,0,17125,496,"n/a",2791,475,"n/a",1833750,NA,"in",81,20,4.39444915467244,2.99573227355399,1.89606422909288,0.282204951890232,2
"375",-1,0,0,"N",2500,0,40,422,513,4,6,9,63880,421,"n/a",848,416,0,1803,421,"n/a",3560,416,"n/a",1834000,NA,"in",4,9,1.38629436111989,2.19722457733622,-1.19420847057387,-0.0876929321082882,1
"376",-1,0,0,"N",2500,0,40,943,718,6,7,9,44200,941,"n/a",564,930,0,1210,938,"n/a",2319,856,"n/a",1834203,NA,"in",6,9,1.79175946922805,2.19722457733622,-0.817456382551791,0.0621730682526096,1
"377",-1,0,0,"N",2500,0,2,909,727,133,204,30,53824,907,"n/a",14572,907,0,22173,907,"n/a",2383,650,"n/a",1834359,NA,"in",133,30,4.89034912822175,3.40119738166216,2.5067130360349,0.0887449502369928,2
"378",-1,0,0,"N",2500,0,40,854,688,6,6,8,50056,852,"n/a",640,836,0,1088,850,"n/a",1681,839,"n/a",1834375,NA,"in",6,8,1.79175946922805,2.07944154167984,-0.860990763466951,0.171615295782785,1
"379",-1,0,0,"N",2500,0,2,700,690,131,205,32,54648,699,"n/a",16936,699,0,25903,699,"n/a",3919,596,"n/a",1834406,NA,"in",131,32,4.87519732320115,3.46573590279973,2.51648861418951,0.0231763908678094,2
"380",-1,0,0,"N",2500,0,40,510,645,7,7,10,60956,509,"n/a",868,502,0,1426,509,"n/a",2924,509,"n/a",1834453,NA,"in",7,10,1.94591014905531,2.30258509299405,-0.63527905558723,0.0212500687176717,1
"381",-1,0,0,"N",2500,0,40,611,539,4,6,8,50460,610,"n/a",528,610,0,1062,610,"n/a",1810,602,"n/a",1834640,NA,"in",4,8,1.38629436111989,2.07944154167984,-1.23774285148902,0.0217492954218875,1
"382",-1,0,0,"N",2500,0,40,965,776,6,7,9,46736,963,"n/a",500,961,0,1074,960,"n/a",1943,933,"n/a",1834703,NA,"in",6,9,1.79175946922805,2.19722457733622,-0.817456382551791,0.0621730682526096,1
"383",-1,0,0,"N",2500,0,40,691,646,5,9,12,49240,690,"n/a",528,686,0,1600,690,"n/a",2806,690,"n/a",1834750,NA,"in",5,12,1.6094379124341,2.484906649788,-0.880535215053581,-0.27252558094116,1
"384",-1,0,0,"N",2500,0,40,662,709,7,6,7,65532,661,"n/a",1248,660,0,986,661,"n/a",1368,657,"n/a",1834890,NA,"in",7,7,1.94591014905531,1.94591014905531,-0.767111477682563,0.352667069063423,1
"385",-1,0,0,"N",2500,0,2,874,698,143,225,35,59804,872,"n/a",18383,872,0,29079,872,"n/a",3594,675,"n/a",1834906,NA,"in",143,35,4.96284463025991,3.55534806148941,2.63105117659386,-0.0276941184182903,2
"386",-1,0,0,"N",2500,0,40,803,690,7,7,9,54088,801,"n/a",788,791,0,1368,801,"n/a",2196,790,"n/a",1834937,NA,"in",7,9,1.94591014905531,2.19722457733622,-0.674221886331098,0.119149477262042,1
"387",-1,0,0,"N",2500,0,40,656,496,4,7,9,51524,655,"n/a",792,638,0,1578,655,"n/a",2444,642,"n/a",1835000,NA,"in",4,9,1.38629436111989,2.19722457733622,-1.19420847057387,-0.0876929321082882,1
"388",-1,0,0,"N",2500,0,2,519,507,118,183,27,59892,518,"n/a",16700,518,0,26044,518,"n/a",1838,474,"n/a",1835140,NA,"in",118,27,4.77068462446567,3.29583686600433,2.35657974586386,0.142414558967584,2
