Id	Plate	Row	Column	Clog	Scan rate	Status sort	Status sel	TOF	EXT	Green	Yellow	Red	PH Ext	PW Ext	PC Ext	PH Green	PW Green	PCGreen	PH Yellow	PW Yellow	PCYellow	PH Red	PW Red	PCRed	Time Stamp	
624	-1	0	0	N	2500	0	2	836	608	143	224	35	60324	834	n/a	25236	834	0	39098	834	n/a	3351	714	n/a	1859062	
625	-1	0	0	N	2500	0	40	508	598	5	7	9	63352	507	n/a	936	486	0	1233	507	n/a	1619	501	n/a	1859078	
626	-1	0	0	N	2500	0	2	939	801	149	232	35	56636	937	n/a	16732	937	0	25718	937	n/a	3316	750	n/a	1859203	
627	-1	0	0	N	2500	0	40	470	365	5	6	9	36064	469	n/a	948	466	0	1539	469	n/a	2577	469	n/a	1859437	
628	-1	0	0	N	2500	0	40	949	819	6	8	10	56592	947	n/a	652	932	0	1436	947	n/a	2894	942	n/a	1859609	
629	-1	0	0	N	2500	0	40	778	739	6	8	10	53648	776	n/a	608	776	0	1878	776	n/a	3170	746	n/a	1859765	
630	-1	0	0	N	2500	0	40	670	563	5	7	9	52796	669	n/a	612	666	0	1355	669	n/a	2208	660	n/a	1859812	
631	-1	0	0	N	2500	0	1	156	109	0	0	0	38732	154	n/a	72	112	0	68	152	n/a	86	59	n/a	1859843	
632	-1	0	0	N	2500	0	40	617	753	7	8	11	57880	616	n/a	832	613	0	1650	615	n/a	3062	607	n/a	1859875	
633	-1	0	0	N	2500	0	40	612	664	6	7	8	63528	611	n/a	716	602	0	870	611	n/a	1465	611	n/a	1859984	
634	-1	0	0	N	2500	0	40	752	544	4	8	11	46520	751	n/a	532	744	0	1487	749	n/a	2660	736	n/a	1860078	
635	-1	0	0	N	2500	0	2	830	778	178	278	42	51184	828	n/a	19748	828	0	30429	828	n/a	3804	726	n/a	1860218	
636	-1	0	0	N	2500	0	2	587	492	105	163	25	44756	586	n/a	13756	586	0	20877	586	n/a	2031	544	n/a	1860265	
637	-1	0	0	N	2500	0	2	767	616	133	209	34	55304	765	n/a	20968	759	0	33132	765	n/a	3047	672	n/a	1860265	
638	-1	0	0	N	2500	0	40	587	710	8	8	10	65532	586	n/a	1044	585	0	1303	585	n/a	2135	580	n/a	1860296	
639	-1	0	0	N	2500	0	2	498	616	159	245	37	59144	497	n/a	24092	497	0	37019	497	n/a	2784	467	n/a	1860328	
640	-1	0	0	N	2500	0	40	858	662	5	7	9	53948	856	n/a	580	856	0	1503	852	n/a	2812	854	n/a	1860546	
641	-1	0	0	N	2500	0	40	418	517	6	9	13	61636	417	n/a	832	417	0	2172	417	n/a	3687	417	n/a	1860578	
642	-1	0	0	N	2500	0	40	924	668	6	6	7	38924	922	n/a	468	915	0	893	922	n/a	1639	911	n/a	1860640	
643	-1	0	0	N	2500	0	2	765	739	160	249	37	59908	763	n/a	19680	763	0	29760	763	n/a	2690	648	n/a	1860890	
644	-1	0	0	N	2500	0	2	859	799	172	272	41	55348	857	n/a	21252	857	0	32197	857	n/a	3430	728	n/a	1860890	
645	-1	0	0	N	2500	0	40	801	580	5	7	8	47004	799	n/a	544	790	0	1561	798	n/a	2714	793	n/a	1861000	
646	-1	0	0	N	2500	0	2	868	674	144	222	31	49596	866	n/a	16260	866	0	25029	866	n/a	1846	687	n/a	1861015	
647	-1	0	0	N	2500	0	40	445	550	6	9	13	63260	444	n/a	1132	443	0	2739	443	n/a	4868	432	n/a	1861125	
648	-1	0	0	N	2500	0	40	455	525	6	6	8	63840	454	n/a	960	450	0	1310	454	n/a	1965	454	n/a	1861218	
649	-1	0	0	N	2500	0	40	594	665	5	6	8	57072	593	n/a	620	591	0	1005	593	n/a	1804	593	n/a	1861328	
650	-1	0	0	N	2500	0	40	561	629	6	7	9	63344	560	n/a	900	557	0	1733	560	n/a	2701	556	n/a	1861359	
651	-1	0	0	N	2500	0	40	750	632	6	7	10	50204	749	n/a	604	749	0	1740	749	n/a	3723	721	n/a	1861421	
652	-1	0	0	N	2500	0	40	741	529	4	6	9	54780	740	n/a	660	729	0	1797	740	n/a	3028	731	n/a	1861859	
653	-1	0	0	N	2500	0	40	875	746	6	7	9	57396	873	n/a	484	873	0	1482	873	n/a	2600	872	n/a	1861968	
654	-1	0	0	N	2500	0	40	1233	862	9	10	12	41252	1231	n/a	928	1222	0	1448	1227	n/a	2835	1205	n/a	1861984	
655	-1	0	0	N	2500	0	40	875	672	5	6	8	49896	873	n/a	440	859	0	1269	873	n/a	2463	863	n/a	1861984	
656	-1	0	0	N	2500	0	40	756	642	5	7	8	46864	754	n/a	568	752	0	1134	754	n/a	2166	742	n/a	1862000	
657	-1	0	0	N	2500	0	2	840	578	153	238	34	36296	838	n/a	15736	838	0	23975	838	n/a	2214	578	n/a	1862125	
658	-1	0	0	N	2500	0	2	825	671	125	194	31	49716	823	n/a	14656	823	0	22217	823	n/a	3479	647	n/a	1862171	
659	-1	0	0	N	2500	0	40	860	607	5	6	7	46368	858	n/a	688	845	0	1109	854	n/a	1925	832	n/a	1862343	
660	-1	0	0	N	2500	0	40	969	740	7	9	11	63508	967	n/a	808	948	0	1701	967	n/a	2993	961	n/a	1862578	
661	-1	0	0	N	2500	0	40	958	820	8	8	10	54324	956	n/a	632	941	0	1271	952	n/a	2326	927	n/a	1862578	
662	-1	0	0	N	2500	0	2	455	589	173	271	41	65532	454	n/a	32584	454	0	51348	454	n/a	2118	445	n/a	1862656	
663	-1	0	0	N	2500	0	40	545	696	7	8	12	65532	544	n/a	1036	534	0	1730	539	n/a	3595	530	n/a	1862687	
664	-1	0	0	N	2500	0	2	422	542	112	176	33	62960	421	n/a	17804	421	0	28257	421	n/a	4341	414	n/a	1862734	
665	-1	0	0	N	2500	0	40	613	498	5	8	12	56144	612	n/a	768	612	0	2976	612	n/a	5621	609	n/a	1862812	
666	-1	0	0	N	2500	0	1	150	111	0	0	0	39668	148	n/a	56	108	0	80	141	n/a	95	56	n/a	1862984	
667	-1	0	0	N	2500	0	2	541	694	118	182	29	65532	540	n/a	17132	540	0	25992	540	n/a	2401	532	n/a	1863015	
668	-1	0	0	N	2500	0	40	465	580	5	7	10	62920	464	n/a	764	451	0	1914	464	n/a	3555	464	n/a	1863125	
669	-1	0	0	N	2500	0	40	754	624	5	7	9	45416	752	n/a	664	747	0	1597	752	n/a	2693	729	n/a	1863281	
670	-1	0	0	N	2500	0	40	1033	915	9	11	14	56400	1031	n/a	1020	1022	0	2240	1026	n/a	3504	1010	n/a	1863375	
671	-1	0	0	N	2500	0	40	475	507	5	7	10	60192	474	n/a	828	472	0	1592	474	n/a	2514	472	n/a	1863578	
672	-1	0	0	N	2500	0	40	885	707	6	8	11	52944	883	n/a	624	876	0	1958	882	n/a	3756	846	n/a	1863718	
673	-1	0	0	N	2500	0	40	831	625	4	8	11	55936	829	n/a	576	824	0	2486	829	n/a	4557	822	n/a	1863734	
674	-1	0	0	N	2500	0	40	767	641	5	7	9	56300	765	n/a	608	752	0	1741	765	n/a	3071	761	n/a	1863750	
675	-1	0	0	N	2500	0	2	698	579	105	163	26	50768	697	n/a	14740	697	0	22461	697	n/a	2311	627	n/a	1863812	
676	-1	0	0	N	2500	0	1	202	73	11	18	2	18596	201	n/a	4336	201	0	6605	201	n/a	326	125	n/a	1863812	
677	-1	0	0	N	2500	0	40	910	680	5	7	9	52744	908	n/a	592	889	0	1233	905	n/a	2081	863	n/a	1864000	
678	-1	0	0	N	2500	0	40	881	715	6	9	12	57300	879	n/a	816	862	0	1782	879	n/a	2959	873	n/a	1864000	
679	-1	0	0	N	2500	0	40	803	718	6	6	8	58392	801	n/a	696	787	0	825	801	n/a	1348	801	n/a	1864109	
680	-1	0	0	N	2500	0	2	579	589	88	138	24	53276	578	n/a	9960	578	0	15638	578	n/a	2515	559	n/a	1864140	
681	-1	0	0	N	2500	0	40	476	608	7	8	10	61036	475	n/a	1032	468	0	1598	475	n/a	2898	470	n/a	1864265	
682	-1	0	0	N	2500	0	40	861	656	5	6	7	48388	859	n/a	520	859	0	1378	859	n/a	2515	847	n/a	1864359	
683	-1	0	0	N	2500	0	1	179	67	0	0	0	19892	177	n/a	268	177	0	238	177	n/a	422	177	n/a	1864453	
684	-1	0	0	N	2500	0	40	663	598	5	8	12	58120	662	n/a	684	654	0	2360	662	n/a	4108	661	n/a	1864453	
685	-1	0	0	N	2500	0	40	634	569	4	7	10	58096	633	n/a	548	623	0	1750	632	n/a	2998	630	n/a	1864453	
686	-1	0	0	N	2500	0	40	499	515	5	7	8	60632	498	n/a	980	493	0	1478	498	n/a	2186	495	n/a	1864468	
687	-1	0	0	N	2500	0	40	908	682	6	7	10	56700	906	n/a	680	894	0	1721	906	n/a	2996	896	n/a	1864609	
688	-1	0	0	N	2500	0	40	788	770	6	7	9	54744	786	n/a	592	786	0	1550	786	n/a	2995	768	n/a	1864921	
689	-1	0	0	N	2500	0	1	150	81	0	0	0	26944	148	n/a	100	137	0	111	147	n/a	131	116	n/a	1864953	
690	-1	0	0	N	2500	0	40	857	716	7	8	10	51376	855	n/a	656	854	0	1609	855	n/a	3134	809	n/a	1865078	
691	-1	0	0	N	2500	0	40	495	528	5	7	9	54248	494	n/a	708	484	0	1502	494	n/a	2509	494	n/a	1865250	
692	-1	0	0	N	2500	0	2	401	466	97	153	24	62092	400	n/a	14652	400	0	22784	400	n/a	1948	398	n/a	1865390	
693	-1	0	0	N	2500	0	40	571	640	6	8	11	61008	570	n/a	764	570	0	1677	570	n/a	2639	570	n/a	1865421	
694	-1	0	0	N	2500	0	40	662	566	5	9	14	63684	661	n/a	1144	654	0	3019	659	n/a	5526	643	n/a	1865437	
695	-1	0	0	N	2500	0	40	919	678	6	8	11	46300	917	n/a	652	901	0	1599	911	n/a	2992	857	n/a	1865453	
696	-1	0	0	N	2500	0	2	818	662	159	247	37	50952	816	n/a	19880	816	0	30208	816	n/a	3098	639	n/a	1865562	
697	-1	0	0	N	2500	0	2	853	675	145	225	34	52432	851	n/a	17652	851	0	27115	851	n/a	2300	700	n/a	1865578	
698	-1	0	0	N	2500	0	40	459	544	6	9	13	58192	458	n/a	960	450	0	2818	458	n/a	5165	458	n/a	1865593	
699	-1	0	0	N	2500	0	40	703	622	6	8	11	48156	702	n/a	660	688	0	1549	701	n/a	3239	695	n/a	1865625	
700	-1	0	0	N	2500	0	40	1000	895	8	9	11	61304	998	n/a	628	941	0	1681	991	n/a	2910	949	n/a	1865859	
701	-1	0	0	N	2500	0	40	743	666	7	5	6	65532	742	n/a	928	725	0	1022	740	n/a	1163	731	n/a	1866062	
702	-1	0	0	N	2500	0	40	933	758	6	8	10	49624	931	n/a	780	909	0	1636	922	n/a	3336	909	n/a	1866062	
703	-1	0	0	N	2500	0	40	795	643	6	7	10	43188	793	n/a	672	780	0	1654	793	n/a	3403	785	n/a	1866125	
704	-1	0	0	N	2500	0	40	908	760	7	7	10	48204	906	n/a	616	887	0	1231	903	n/a	2184	889	n/a	1866250	
705	-1	0	0	N	2500	0	40	575	680	7	6	7	57216	574	n/a	812	568	0	648	574	n/a	959	573	n/a	1866390	
706	-1	0	0	N	2500	0	40	887	759	7	10	13	51728	885	n/a	724	870	0	1803	884	n/a	3388	869	n/a	1866531	
707	-1	0	0	N	2500	0	40	618	600	5	8	11	55360	617	n/a	700	617	0	1613	617	n/a	2876	609	n/a	1866578	
708	-1	0	0	N	2500	0	40	781	796	7	7	9	53412	779	n/a	592	763	0	793	778	n/a	1435	779	n/a	1866609	
709	-1	0	0	N	2500	0	40	789	707	5	8	10	48132	787	n/a	552	785	0	1995	787	n/a	3802	781	n/a	1866640	
710	-1	0	0	N	2500	0	40	571	420	4	5	7	54948	570	n/a	840	570	0	1228	570	n/a	1783	547	n/a	1866921	
711	-1	0	0	N	2500	0	40	807	679	6	9	12	56244	805	n/a	696	798	0	2409	804	n/a	4253	803	n/a	1867046	
712	-1	0	0	N	2500	0	40	722	583	6	6	9	41772	721	n/a	712	711	0	1163	721	n/a	2364	714	n/a	1867203	
713	-1	0	0	N	2500	0	40	595	722	8	8	11	59100	594	n/a	1012	588	0	1462	593	n/a	2451	581	n/a	1867203	
714	-1	0	0	N	2500	0	40	807	535	4	6	9	54564	805	n/a	528	790	0	1437	805	n/a	2467	792	n/a	1867250	
715	-1	0	0	N	2500	0	2	560	609	161	254	38	65532	559	n/a	28268	559	0	45470	559	n/a	2679	529	n/a	1867468	
716	-1	0	0	N	2500	0	40	996	751	7	8	10	43868	994	n/a	572	959	0	1279	981	n/a	2475	951	n/a	1867531	
717	-1	0	0	N	2500	0	40	502	679	6	7	10	65532	501	n/a	768	496	0	1334	501	n/a	2538	501	n/a	1867625	
718	-1	0	0	N	2500	0	40	465	581	7	8	10	61160	464	n/a	1176	459	0	1448	464	n/a	1895	463	n/a	1867765	
719	-1	0	0	N	2500	0	1	161	111	0	0	0	36540	159	n/a	68	111	0	88	155	n/a	92	91	n/a	1867781	
720	-1	0	0	N	2500	0	40	814	721	6	7	9	53984	812	n/a	600	805	0	1184	812	n/a	2292	791	n/a	1868000	
721	-1	0	0	N	2500	0	40	853	588	5	5	7	51592	851	n/a	640	843	0	1220	851	n/a	2104	842	n/a	1868031	
722	-1	0	0	N	2500	0	40	565	719	6	7	9	61140	564	n/a	788	563	0	1161	564	n/a	2429	560	n/a	1868109	
723	-1	0	0	N	2500	0	40	878	747	6	7	8	52440	876	n/a	672	871	0	1514	876	n/a	3022	871	n/a	1868359	
724	-1	0	0	N	2500	0	40	817	734	5	6	8	54596	815	n/a	584	815	0	1241	815	n/a	2514	808	n/a	1868750	
725	-1	0	0	N	2500	0	2	600	491	118	186	31	51532	599	n/a	18664	599	0	29703	599	n/a	3204	592	n/a	1868859	
726	-1	0	0	N	2500	0	40	959	762	6	8	10	53564	957	n/a	684	957	0	1325	957	n/a	2388	941	n/a	1868875	
727	-1	0	0	N	2500	0	1	231	96	1	0	0	22688	230	n/a	300	230	0	237	230	n/a	342	219	n/a	1868984	
728	-1	0	0	N	2500	0	40	646	536	4	6	8	51144	645	n/a	508	631	0	1290	645	n/a	2837	637	n/a	1868984	
729	-1	0	0	N	2500	0	40	474	570	5	6	9	60456	473	n/a	668	468	0	1461	473	n/a	2399	473	n/a	1869015	
730	-1	0	0	N	2500	0	40	901	684	6	8	10	41816	899	n/a	664	868	0	1683	890	n/a	3035	862	n/a	1869046	
731	-1	0	0	N	2500	0	40	848	687	6	6	8	53440	846	n/a	648	840	0	1332	845	n/a	1989	779	n/a	1869093	
732	-1	0	0	N	2500	0	40	546	478	5	7	9	57120	545	n/a	1056	542	0	1630	545	n/a	2976	535	n/a	1869156	
733	-1	0	0	N	2500	0	2	407	448	162	254	38	56080	406	n/a	28672	406	0	44408	406	n/a	2495	404	n/a	1869187	
734	-1	0	0	N	2500	0	40	913	602	6	6	7	42904	911	n/a	512	901	0	1124	911	n/a	1933	903	n/a	1869203	
735	-1	0	0	N	2500	0	40	832	685	6	7	9	49388	830	n/a	548	821	0	1377	820	n/a	2700	816	n/a	1869343	
736	-1	0	0	N	2500	0	40	607	637	5	7	10	65532	606	n/a	820	595	0	1878	606	n/a	3140	606	n/a	1869390	
737	-1	0	0	N	2500	0	40	703	734	6	8	11	59584	702	n/a	652	688	0	1709	702	n/a	3202	702	n/a	1869578	
738	-1	0	0	N	2500	0	40	588	629	7	9	12	54672	587	n/a	964	586	0	1510	587	n/a	2535	587	n/a	1869578	
739	-1	0	0	N	2500	0	40	461	546	5	7	10	61720	460	n/a	852	460	0	2198	460	n/a	4296	457	n/a	1869703	
740	-1	0	0	N	2500	0	40	688	603	5	5	7	48356	687	n/a	540	679	0	1091	687	n/a	2180	682	n/a	1869703	
741	-1	0	0	N	2500	0	40	803	541	6	8	11	38596	801	n/a	584	801	0	1953	801	n/a	3844	797	n/a	1869750	
742	-1	0	0	N	2500	0	2	702	644	134	208	34	61628	701	n/a	23584	701	0	37789	701	n/a	2656	672	n/a	1869781	
743	-1	0	0	N	2500	0	40	635	657	6	7	9	58644	634	n/a	880	634	0	888	634	n/a	1448	634	n/a	1869796	
744	-1	0	0	N	2500	0	40	481	487	4	6	9	55596	480	n/a	736	466	0	1473	478	n/a	2905	475	n/a	1869812	
745	-1	0	0	N	2500	0	40	664	785	7	8	11	56576	663	n/a	700	661	0	1179	662	n/a	2126	653	n/a	1870156	
746	-1	0	0	N	2500	0	40	869	761	7	7	9	49700	867	n/a	620	862	0	1170	864	n/a	2116	845	n/a	1870156	
747	-1	0	0	N	2500	0	40	864	773	7	8	9	51040	862	n/a	704	852	0	1097	861	n/a	1550	855	n/a	1870187	
748	-1	0	0	N	2500	0	2	476	582	188	293	46	65532	475	n/a	29288	475	0	46225	475	n/a	2960	464	n/a	1870203	
749	-1	0	0	N	2500	0	2	802	646	139	215	34	50304	800	n/a	18788	800	0	29341	800	n/a	3038	671	n/a	1870234	
750	-1	0	0	N	2500	0	40	834	724	7	9	12	49364	832	n/a	1076	820	0	2329	827	n/a	4108	789	n/a	1870281	
751	-1	0	0	N	2500	0	40	877	699	6	7	10	55988	875	n/a	684	869	0	1675	874	n/a	3234	860	n/a	1870296	
752	-1	0	0	N	2500	0	2	840	644	133	205	30	49232	838	n/a	18292	838	0	27610	838	n/a	1922	667	n/a	1870531	
753	-1	0	0	N	2500	0	40	529	661	6	8	10	60184	528	n/a	852	527	0	1288	527	n/a	2075	521	n/a	1870687	
754	-1	0	0	N	2500	0	2	886	775	152	234	34	57676	884	n/a	17044	884	0	26506	884	n/a	2840	626	n/a	1870718	
755	-1	0	0	N	2500	0	40	433	556	7	10	13	64840	432	n/a	1060	426	0	2009	432	n/a	3199	432	n/a	1870765	
756	-1	0	0	N	2500	0	1	157	124	0	0	0	43948	155	n/a	124	145	0	107	155	n/a	116	93	n/a	1870968	
757	-1	0	0	N	2500	0	40	814	653	5	7	9	60892	812	n/a	624	812	0	1744	812	n/a	2879	806	n/a	1870984	
758	-1	0	0	N	2500	0	40	590	690	7	8	11	59344	589	n/a	924	582	0	1272	589	n/a	2163	589	n/a	1871000	
759	-1	0	0	N	2500	0	2	899	811	159	246	37	54700	897	n/a	17796	897	0	27283	897	n/a	2709	720	n/a	1871062	
760	-1	0	0	N	2500	0	2	668	655	147	226	35	53616	667	n/a	18280	667	0	28258	667	n/a	2147	653	n/a	1871171	
761	-1	0	0	N	2500	0	40	605	456	5	13	16	48920	604	n/a	732	604	0	1693	604	n/a	2435	604	n/a	1871187	
762	-1	0	0	N	2500	0	40	575	716	8	10	12	59000	574	n/a	944	559	0	1404	574	n/a	2437	571	n/a	1871265	
763	-1	0	0	N	2500	0	40	863	691	6	8	11	54672	861	n/a	704	842	0	2453	861	n/a	4236	840	n/a	1871421	
764	-1	0	0	N	2500	0	40	801	651	5	7	9	52712	799	n/a	584	799	0	1778	798	n/a	2804	788	n/a	1871578	
765	-1	0	0	N	2500	0	40	691	645	6	9	12	56756	690	n/a	712	690	0	1948	690	n/a	3370	688	n/a	1871703	
766	-1	0	0	N	2500	0	40	720	606	5	7	8	56340	719	n/a	820	717	0	1346	718	n/a	1898	718	n/a	1871734	
767	-1	0	0	N	2500	0	40	582	687	8	8	11	62676	581	n/a	836	579	0	1662	581	n/a	2823	570	n/a	1871781	
768	-1	0	0	N	2500	0	40	549	622	5	7	9	65532	548	n/a	1260	544	0	1617	548	n/a	2450	529	n/a	1871781	
769	-1	0	0	N	2500	0	40	846	770	7	7	7	58760	844	n/a	912	821	0	987	843	n/a	1413	828	n/a	1871843	
770	-1	0	0	N	2500	0	40	730	563	4	10	13	50812	729	n/a	744	719	0	3269	728	n/a	5868	726	n/a	1872078	
771	-1	0	0	N	2500	0	1	160	107	0	0	0	36084	158	n/a	60	102	0	72	148	n/a	70	83	n/a	1872125	
772	-1	0	0	N	2500	0	40	426	562	6	8	12	65532	425	n/a	936	425	0	2446	425	n/a	4016	425	n/a	1872359	
773	-1	0	0	N	2500	0	40	513	601	6	6	8	63472	512	n/a	800	512	0	1446	512	n/a	2603	512	n/a	1872375	
774	-1	0	0	N	2500	0	40	690	673	6	7	9	57260	689	n/a	712	689	0	1409	689	n/a	2635	681	n/a	1872484	
775	-1	0	0	N	2500	0	2	596	518	3	8	13	63092	595	n/a	804	587	0	2426	595	n/a	4097	585	n/a	1872484	
776	-1	0	0	N	2500	0	40	965	684	7	7	9	41504	963	n/a	588	947	0	1394	963	n/a	2461	943	n/a	1872750	
777	-1	0	0	N	2500	0	2	368	443	148	236	42	60136	367	n/a	27732	367	0	43421	367	n/a	5119	367	n/a	1872765	
778	-1	0	0	N	2500	0	40	609	683	7	8	10	52460	608	n/a	796	595	0	1182	608	n/a	2081	592	n/a	1872828	
779	-1	0	0	N	2500	0	40	439	405	4	6	8	48700	438	n/a	624	438	0	1220	438	n/a	1689	438	n/a	1872890	
780	-1	0	0	N	2500	0	40	842	677	6	6	8	47232	840	n/a	540	815	0	1060	838	n/a	1784	812	n/a	1872890	
781	-1	0	0	N	2500	0	1	151	110	0	0	0	38980	149	n/a	100	137	0	103	149	n/a	156	138	n/a	1872953	
782	-1	0	0	N	2500	0	40	486	601	6	6	8	60040	485	n/a	892	480	0	1063	485	n/a	1856	485	n/a	1873031	
783	-1	0	0	N	2500	0	40	592	724	7	7	10	65532	591	n/a	880	584	0	1371	591	n/a	2605	585	n/a	1873031	
784	-1	0	0	N	2500	0	40	457	460	5	6	9	58732	456	n/a	816	455	0	1569	456	n/a	2707	454	n/a	1873140	
785	-1	0	0	N	2500	0	40	612	514	4	9	13	61408	611	n/a	904	591	0	2238	611	n/a	3974	608	n/a	1873171	
786	-1	0	0	N	2500	0	40	847	640	5	6	9	56184	845	n/a	592	839	0	1486	840	n/a	2824	805	n/a	1873187	
787	-1	0	0	N	2500	0	40	859	613	5	9	10	53280	857	n/a	724	836	0	1666	843	n/a	2710	833	n/a	1873656	
788	-1	0	0	N	2500	0	1	152	101	0	0	0	36092	150	n/a	92	118	0	72	146	n/a	117	105	n/a	1873828	
789	-1	0	0	N	2500	0	40	554	449	5	8	10	64456	553	n/a	760	546	0	2124	553	n/a	3549	553	n/a	1874531	
790	-1	0	0	N	2500	0	40	759	617	5	6	8	55408	757	n/a	704	752	0	1373	751	n/a	2308	733	n/a	1874531	
791	-1	0	0	N	2500	0	40	480	658	6	9	12	65532	479	n/a	948	479	0	1830	479	n/a	3308	479	n/a	1874953	
792	-1	0	0	N	2500	0	40	955	742	6	8	10	54376	953	n/a	712	943	0	1708	953	n/a	3030	899	n/a	1875078	
793	-1	0	0	N	2500	0	40	522	607	6	7	8	65532	521	n/a	916	519	0	1139	520	n/a	1550	516	n/a	1875109	
794	-1	0	0	N	2500	0	40	574	583	6	7	9	63652	573	n/a	928	571	0	1608	572	n/a	2661	566	n/a	1875265	
795	-1	0	0	N	2500	0	2	772	792	113	175	29	55816	770	n/a	13384	770	0	20632	770	n/a	2820	654	n/a	1875281	
796	-1	0	0	N	2500	0	40	592	614	6	7	9	64396	591	n/a	956	585	0	1280	591	n/a	2518	584	n/a	1875375	
797	-1	0	0	N	2500	0	2	523	595	154	240	37	60568	522	n/a	24232	522	1	36900	522	n/a	2918	486	n/a	1875390	
798	-1	0	0	N	2500	0	2	842	605	177	276	43	63160	840	n/a	34468	840	1	53902	840	n/a	3854	676	n/a	1875515	
799	-1	0	0	N	2500	0	40	743	661	5	7	10	50572	742	n/a	628	732	0	1246	742	n/a	2126	723	n/a	1875687	
800	-1	0	0	N	2500	0	40	496	600	6	7	10	65532	495	n/a	916	482	0	1498	495	n/a	3061	494	n/a	1875750	
801	-1	0	0	N	2500	0	40	845	803	7	8	10	55280	843	n/a	728	843	0	1723	843	n/a	3357	794	n/a	1875765	
802	-1	0	0	N	2500	0	40	630	557	5	6	9	56800	629	n/a	708	622	0	1824	629	n/a	3053	624	n/a	1875781	
803	-1	0	0	N	2500	0	40	539	711	7	8	11	65532	538	n/a	1004	535	0	1457	537	n/a	2351	524	n/a	1875781	
804	-1	0	0	N	2500	0	40	516	594	5	6	8	65196	515	n/a	824	513	0	1541	513	n/a	2859	506	n/a	1875781	
805	-1	0	0	N	2500	0	40	881	697	6	7	9	51676	879	n/a	576	873	0	1451	877	n/a	2957	847	n/a	1876000	
806	-1	0	0	N	2500	0	40	613	472	4	7	10	49628	612	n/a	848	611	0	1605	612	n/a	2705	611	n/a	1876125	
807	-1	0	0	N	2500	0	40	718	635	5	7	8	51204	717	n/a	632	717	0	1278	716	n/a	2333	685	n/a	1876203	
808	-1	0	0	N	2500	0	2	842	706	130	200	33	49180	840	n/a	15020	840	0	23091	840	n/a	3407	747	n/a	1876593	
809	-1	0	0	N	2500	0	2	850	674	94	145	25	55164	848	n/a	11676	848	0	18158	848	n/a	3115	754	n/a	1876859	
810	-1	0	0	N	2500	0	1	320	171	1	1	1	43636	319	n/a	516	319	0	345	319	n/a	407	312	n/a	1876968	
811	-1	0	0	N	2500	0	40	514	499	4	6	10	60724	513	n/a	692	505	0	1710	513	n/a	3026	507	n/a	1876968	
812	-1	0	0	N	2500	0	2	755	718	134	208	31	51384	753	n/a	15660	753	0	23786	753	n/a	2619	638	n/a	1877015	
813	-1	0	0	N	2500	0	2	684	475	133	211	35	41076	683	n/a	23580	683	0	36803	683	n/a	5193	631	n/a	1877015	
814	-1	0	0	N	2500	0	1	171	120	0	0	0	36788	169	n/a	48	107	0	83	164	n/a	95	79	n/a	1877593	
815	-1	0	0	N	2500	0	2	478	440	120	185	30	47864	477	n/a	19420	477	0	29514	477	n/a	1943	464	n/a	1877593	
816	-1	0	0	N	2500	0	40	426	482	5	7	10	58880	425	n/a	808	422	0	1379	425	n/a	2015	425	n/a	1877687	
817	-1	0	0	N	2500	0	40	947	830	7	8	10	52668	945	n/a	684	922	0	1379	945	n/a	2740	917	n/a	1877718	
818	-1	0	0	N	2500	0	40	974	763	7	8	11	47736	972	n/a	592	960	0	1337	972	n/a	2774	969	n/a	1877781	
819	-1	0	0	N	2500	0	2	657	699	137	212	33	61532	656	n/a	15052	656	0	22475	656	n/a	2601	632	n/a	1877828	
820	-1	0	0	N	2500	0	40	843	701	6	7	9	43724	841	n/a	576	839	0	862	841	n/a	1612	840	n/a	1877843	
821	-1	0	0	N	2500	0	40	862	717	6	8	10	56276	860	n/a	644	854	0	1517	858	n/a	2516	847	n/a	1878093	
822	-1	0	0	N	2500	0	40	834	814	8	9	11	55400	832	n/a	712	820	0	1934	831	n/a	3199	813	n/a	1878140	
823	-1	0	0	N	2500	0	40	877	631	5	6	7	49332	875	n/a	536	875	0	1115	875	n/a	2090	815	n/a	1878187	
824	-1	0	0	N	2500	0	40	861	756	7	7	9	60260	859	n/a	1096	842	0	1223	859	n/a	1819	851	n/a	1878359	
825	-1	0	0	N	2500	0	2	809	550	107	163	25	46756	807	n/a	14900	807	0	23087	807	n/a	1812	623	n/a	1878437	
826	-1	0	0	N	2500	0	1	158	113	0	0	0	38808	156	n/a	84	116	0	71	147	n/a	95	74	n/a	1878453	
827	-1	0	0	N	2500	0	40	859	655	6	7	9	51908	857	n/a	552	839	0	1636	853	n/a	3240	835	n/a	1878562	
828	-1	0	0	N	2500	0	40	747	693	6	8	11	55156	746	n/a	748	744	0	1825	746	n/a	3472	722	n/a	1878609	
829	-1	0	0	N	2500	0	40	729	719	6	8	11	58616	728	n/a	780	728	0	1644	728	n/a	2825	723	n/a	1878625	
830	-1	0	0	N	2500	0	2	848	765	158	247	37	54444	846	n/a	17356	846	0	26858	846	n/a	3640	665	n/a	1878671	
831	-1	0	0	N	2500	0	2	479	501	146	228	34	59860	478	n/a	19072	478	0	29194	478	n/a	2267	461	n/a	1878671	
832	-1	0	0	N	2500	0	40	553	470	6	6	7	45584	552	n/a	768	546	0	1019	552	n/a	1768	543	n/a	1878750	
