Id	Plate	Row	Column	Clog	Scan rate	Status sort	Status sel	TOF	EXT	Green	Yellow	Red	PH Ext	PW Ext	PC Ext	PH Green	PW Green	PCGreen	PH Yellow	PW Yellow	PCYellow	PH Red	PW Red	PCRed	Time Stamp	
206	-1	0	0	N	2500	0	40	872	703	6	7	10	54216	870	n/a	792	853	0	1711	870	n/a	2999	816	n/a	1817140	
207	-1	0	0	N	2500	0	40	797	526	5	5	6	38388	795	n/a	520	764	0	1013	792	n/a	1928	779	n/a	1817359	
208	-1	0	0	N	2500	0	2	846	695	160	250	38	65532	844	n/a	24628	844	0	38786	844	n/a	2435	715	n/a	1817390	
209	-1	0	0	N	2500	0	40	530	622	6	7	9	56688	529	n/a	892	525	0	1104	529	n/a	1856	529	n/a	1817390	
210	-1	0	0	N	2500	0	40	866	668	6	7	9	47000	864	n/a	608	851	0	1239	857	n/a	2380	826	n/a	1817812	
211	-1	0	0	N	2500	0	40	947	855	8	8	11	56476	945	n/a	600	916	0	1827	940	n/a	3418	914	n/a	1817843	
212	-1	0	0	N	2500	0	40	480	511	6	10	13	65288	479	n/a	1160	479	0	2403	479	n/a	3465	477	n/a	1818000	
213	-1	0	0	N	2500	0	40	931	712	6	7	9	45704	929	n/a	460	926	0	1499	929	n/a	2609	922	n/a	1818218	
214	-1	0	0	N	2500	0	40	866	654	6	7	10	47388	864	n/a	684	864	0	1623	864	n/a	3211	820	n/a	1818296	
215	-1	0	0	N	2500	0	2	642	742	139	215	32	64692	641	n/a	18012	641	0	28508	641	n/a	1482	626	n/a	1818312	
216	-1	0	0	N	2500	0	1	152	105	0	0	0	38820	150	n/a	120	144	0	147	150	n/a	170	146	n/a	1818343	
217	-1	0	0	N	2500	0	40	574	536	6	10	14	58720	573	n/a	1008	573	0	3001	573	n/a	5440	568	n/a	1818343	
218	-1	0	0	N	2500	0	40	727	662	6	7	10	59224	726	n/a	744	717	0	1676	726	n/a	3270	725	n/a	1818468	
219	-1	0	0	N	2500	0	40	420	491	5	7	9	64416	419	n/a	960	419	0	1503	419	n/a	2331	419	n/a	1818546	
220	-1	0	0	N	2500	0	2	491	474	126	194	29	60692	490	n/a	16312	490	0	24438	490	n/a	1819	454	n/a	1818546	
221	-1	0	0	N	2500	0	40	755	539	5	8	11	49176	753	n/a	804	747	0	2459	753	n/a	4225	737	n/a	1818609	
222	-1	0	0	N	2500	0	40	820	706	6	6	7	46848	818	n/a	588	803	0	969	818	n/a	1805	791	n/a	1818640	
223	-1	0	0	N	2500	0	2	781	781	159	248	36	56132	779	n/a	18668	779	0	28659	779	n/a	2699	652	n/a	1819281	
224	-1	0	0	N	2500	0	2	744	574	115	179	28	49384	743	n/a	16572	743	0	25268	743	n/a	3059	621	n/a	1819390	
225	-1	0	0	N	2500	0	40	525	619	5	7	9	62628	524	n/a	852	519	0	1536	524	n/a	2780	514	n/a	1819453	
226	-1	0	0	N	2500	0	2	827	791	157	242	38	52028	825	n/a	18412	825	0	28029	825	n/a	3843	717	n/a	1819593	
227	-1	0	0	N	2500	0	40	563	695	7	9	11	56812	562	n/a	812	552	0	2109	562	n/a	3275	548	n/a	1819734	
228	-1	0	0	N	2500	0	1	158	134	0	0	0	45100	156	n/a	108	148	0	95	153	n/a	128	114	n/a	1820015	
229	-1	0	0	N	2500	0	40	874	807	7	7	8	64072	872	n/a	776	846	0	972	869	n/a	1265	869	n/a	1820015	
230	-1	0	0	N	2500	0	1	155	107	0	0	0	34348	153	n/a	156	141	0	103	153	n/a	108	121	n/a	1820250	
231	-1	0	0	N	2500	0	40	763	687	6	7	9	45616	761	n/a	532	756	0	1342	761	n/a	2559	757	n/a	1820281	
232	-1	0	0	N	2500	0	2	769	610	138	218	35	47428	767	n/a	17676	767	0	27066	767	n/a	3496	737	n/a	1820359	
233	-1	0	0	N	2500	0	40	884	617	6	7	8	39016	882	n/a	708	870	0	1306	881	n/a	2219	871	n/a	1820656	
234	-1	0	0	N	2500	0	2	482	540	107	166	29	57908	481	n/a	16792	481	0	26261	481	n/a	2954	481	n/a	1820875	
235	-1	0	0	N	2500	0	2	803	648	114	177	27	51800	801	n/a	14684	801	0	22639	801	n/a	1881	633	n/a	1820906	
236	-1	0	0	N	2500	0	40	712	662	6	7	9	62744	711	n/a	1056	706	0	1246	711	n/a	2672	710	n/a	1820921	
237	-1	0	0	N	2500	0	2	474	316	1	3	2	43432	473	n/a	408	473	0	517	473	n/a	446	472	n/a	1820968	
238	-1	0	0	N	2500	0	2	877	633	110	170	26	48544	875	n/a	13028	875	0	19778	875	n/a	2463	712	n/a	1821046	
239	-1	0	0	N	2500	0	40	459	583	8	6	8	65532	458	n/a	1344	457	0	1151	458	n/a	1619	452	n/a	1821078	
240	-1	0	0	N	2500	0	40	844	662	6	7	9	53944	842	n/a	716	833	0	1354	838	n/a	2492	821	n/a	1821109	
241	-1	0	0	N	2500	0	2	504	562	134	208	31	64216	503	n/a	17188	503	0	27015	503	n/a	2570	449	n/a	1821203	
242	-1	0	0	N	2500	0	40	912	789	7	7	9	50616	910	n/a	656	906	0	1362	908	n/a	2386	894	n/a	1821250	
243	-1	0	0	N	2500	0	40	855	776	7	9	12	53532	853	n/a	900	853	0	1749	853	n/a	3446	832	n/a	1821343	
244	-1	0	0	N	2500	0	1	224	96	0	0	0	27704	223	n/a	252	223	0	257	223	n/a	296	217	n/a	1821421	
245	-1	0	0	N	2500	0	40	645	533	4	5	8	56224	644	n/a	592	628	0	1419	644	n/a	2698	637	n/a	1821421	
246	-1	0	0	N	2500	0	40	495	467	6	7	9	48480	494	n/a	912	492	0	1388	494	n/a	2093	485	n/a	1821453	
247	-1	0	0	N	2500	0	40	861	708	8	8	11	51404	859	n/a	668	859	0	1465	858	n/a	2657	856	n/a	1821453	
248	-1	0	0	N	2500	0	40	978	851	9	12	15	48716	976	n/a	732	966	0	1834	976	n/a	3614	976	n/a	1821531	
249	-1	0	0	N	2500	0	40	785	725	7	7	8	62452	783	n/a	856	780	0	898	783	n/a	1364	781	n/a	1821546	
250	-1	0	0	N	2500	0	2	539	549	120	188	29	55452	538	n/a	17692	538	0	26740	538	n/a	2669	462	n/a	1821578	
251	-1	0	0	N	2500	0	40	535	583	5	6	9	55944	534	n/a	616	524	0	1820	534	n/a	3343	534	n/a	1821578	
252	-1	0	0	N	2500	0	40	442	501	4	5	5	65532	441	n/a	772	440	0	1014	441	n/a	1353	433	n/a	1821625	
253	-1	0	0	N	2500	0	40	688	655	5	7	10	65532	687	n/a	832	680	0	1523	686	n/a	2487	687	n/a	1821625	
254	-1	0	0	N	2500	0	2	478	635	187	287	43	65532	477	n/a	33452	477	0	51452	477	n/a	2677	437	n/a	1821687	
255	-1	0	0	N	2500	0	40	520	604	6	7	11	65048	519	n/a	868	519	0	2089	519	n/a	3598	519	n/a	1821796	
256	-1	0	0	N	2500	0	40	899	717	7	8	10	49592	897	n/a	736	875	0	1334	886	n/a	2598	868	n/a	1821812	
257	-1	0	0	N	2500	0	1	152	89	0	0	0	28084	150	n/a	128	142	0	135	150	n/a	180	116	n/a	1821953	
258	-1	0	0	N	2500	0	40	652	677	7	8	10	65532	651	n/a	1112	631	0	1454	651	n/a	2611	643	n/a	1822031	
259	-1	0	0	N	2500	0	1	206	100	0	2	4	28904	205	n/a	296	205	0	1072	205	n/a	1461	205	n/a	1822078	
260	-1	0	0	N	2500	0	40	792	589	5	7	8	46052	790	n/a	584	790	0	1604	790	n/a	2504	772	n/a	1822171	
261	-1	0	0	N	2500	0	40	880	684	7	9	11	53788	878	n/a	744	870	0	1967	878	n/a	3647	873	n/a	1822203	
262	-1	0	0	N	2500	0	40	807	663	5	7	9	53228	805	n/a	608	796	0	1999	802	n/a	3211	775	n/a	1822281	
263	-1	0	0	N	2500	0	40	841	726	6	7	9	50904	839	n/a	636	823	0	1386	839	n/a	2241	807	n/a	1822421	
264	-1	0	0	N	2500	0	40	644	458	4	5	6	38928	643	n/a	464	608	0	1500	642	n/a	2693	601	n/a	1822515	
265	-1	0	0	N	2500	0	2	991	838	161	250	37	49924	989	n/a	14944	989	0	22911	989	n/a	2242	857	n/a	1822921	
266	-1	0	0	N	2500	0	40	877	725	6	9	12	55556	875	n/a	692	865	0	1961	875	n/a	4203	875	n/a	1822968	
267	-1	0	0	N	2500	0	40	684	552	7	12	16	46412	683	n/a	1020	658	0	2412	677	n/a	3997	673	n/a	1823046	
268	-1	0	0	N	2500	0	2	537	602	158	246	40	58376	536	n/a	23584	536	0	36874	536	n/a	3178	529	n/a	1823062	
269	-1	0	0	N	2500	0	40	566	477	5	6	8	43080	565	n/a	904	562	0	1426	565	n/a	2727	556	n/a	1823156	
270	-1	0	0	N	2500	0	40	915	722	6	6	8	46800	913	n/a	576	908	0	1182	913	n/a	2039	892	n/a	1823281	
271	-1	0	0	N	2500	0	40	739	621	5	7	10	52296	738	n/a	548	738	0	1805	738	n/a	3481	690	n/a	1823312	
272	-1	0	0	N	2500	0	40	557	633	6	8	11	55236	556	n/a	792	553	0	1754	556	n/a	3687	556	n/a	1823453	
273	-1	0	0	N	2500	0	40	900	722	7	8	9	51068	898	n/a	640	888	0	1519	898	n/a	2632	894	n/a	1823625	
274	-1	0	0	N	2500	0	40	392	457	5	8	11	59792	391	n/a	852	391	0	1772	391	n/a	2793	391	n/a	1823640	
275	-1	0	0	N	2500	0	40	477	584	5	6	9	61316	476	n/a	772	471	0	1314	476	n/a	2635	467	n/a	1823718	
276	-1	0	0	N	2500	0	40	756	725	7	7	10	54832	754	n/a	940	742	0	1527	754	n/a	2923	752	n/a	1823796	
277	-1	0	0	N	2500	0	40	894	784	7	8	10	54628	892	n/a	656	879	0	1750	892	n/a	3806	875	n/a	1823984	
278	-1	0	0	N	2500	0	40	462	400	4	6	8	52876	461	n/a	624	461	0	2072	461	n/a	3734	458	n/a	1824203	
279	-1	0	0	N	2500	0	40	798	658	5	8	13	60868	796	n/a	772	794	0	2398	796	n/a	3959	794	n/a	1824500	
280	-1	0	0	N	2500	0	2	758	650	128	199	30	58620	756	n/a	18076	756	0	28309	756	n/a	2075	603	n/a	1824562	
281	-1	0	0	N	2500	0	40	466	573	6	7	9	58940	465	n/a	852	465	0	1429	465	n/a	2360	458	n/a	1824828	
282	-1	0	0	N	2500	0	40	635	650	6	8	11	58724	634	n/a	720	634	0	2244	634	n/a	4066	634	n/a	1824890	
283	-1	0	0	N	2500	0	2	525	703	138	211	32	65532	524	n/a	17104	524	0	25494	524	n/a	2481	482	n/a	1824937	
284	-1	0	0	N	2500	0	40	803	622	6	10	14	55976	801	n/a	736	792	0	2527	801	n/a	4880	799	n/a	1824968	
285	-1	0	0	N	2500	0	40	780	512	4	5	6	41544	778	n/a	456	778	0	892	778	n/a	1574	737	n/a	1825015	
286	-1	0	0	N	2500	0	40	968	514	4	5	7	34856	966	n/a	556	952	0	1157	966	n/a	2157	899	n/a	1825281	
287	-1	0	0	N	2500	0	40	862	706	6	8	10	46140	860	n/a	684	810	0	1425	854	n/a	2727	828	n/a	1825312	
288	-1	0	0	N	2500	0	2	507	491	108	170	30	57308	506	n/a	21196	506	0	33501	506	n/a	3819	496	n/a	1825343	
289	-1	0	0	N	2500	0	40	839	719	6	7	9	55204	837	n/a	700	837	0	1609	837	n/a	3403	809	n/a	1825359	
290	-1	0	0	N	2500	0	40	758	741	8	7	9	65532	756	n/a	1488	732	0	1390	754	n/a	1653	735	n/a	1825390	
291	-1	0	0	N	2500	0	2	817	766	162	250	36	63360	815	n/a	24516	815	0	37312	815	n/a	1771	650	n/a	1825468	
292	-1	0	0	N	2500	0	40	879	808	9	9	10	58628	877	n/a	896	861	0	1128	876	n/a	2144	861	n/a	1825484	
293	-1	0	0	N	2500	0	40	516	457	5	6	8	46384	515	n/a	628	515	0	978	515	n/a	1684	512	n/a	1825515	
294	-1	0	0	N	2500	0	1	151	117	0	0	0	43452	149	n/a	92	140	0	107	148	n/a	201	101	n/a	1825578	
295	-1	0	0	N	2500	0	40	651	673	7	9	13	65532	650	n/a	960	650	0	1982	650	n/a	3121	650	n/a	1825625	
296	-1	0	0	N	2500	0	2	518	698	142	216	32	65532	517	n/a	21376	517	0	33389	517	n/a	1297	496	n/a	1825687	
297	-1	0	0	N	2500	0	1	218	156	16	23	3	42056	217	n/a	7032	217	0	10733	217	n/a	611	211	n/a	1825875	
298	-1	0	0	N	2500	0	40	733	485	4	5	6	37944	732	n/a	560	719	0	1141	732	n/a	1986	708	n/a	1825921	
299	-1	0	0	N	2500	0	2	723	649	164	254	38	53576	722	n/a	24504	722	0	38386	722	n/a	1798	707	n/a	1825953	
300	-1	0	0	N	2500	0	1	183	133	0	0	0	39052	181	n/a	284	180	0	324	181	n/a	510	174	n/a	1826046	
301	-1	0	0	N	2500	0	40	910	834	7	7	10	58424	908	n/a	816	908	0	1686	908	n/a	3574	894	n/a	1826078	
302	-1	0	0	N	2500	0	40	710	661	5	5	7	57420	709	n/a	604	709	0	907	709	n/a	1621	669	n/a	1826156	
303	-1	0	0	N	2500	0	40	777	685	5	6	8	54860	775	n/a	564	768	0	983	775	n/a	1676	762	n/a	1826218	
304	-1	0	0	N	2500	0	40	434	528	4	8	12	65180	433	n/a	896	418	0	1833	433	n/a	2886	433	n/a	1826343	
305	-1	0	0	N	2500	0	40	899	629	6	7	8	39504	897	n/a	572	863	0	1208	893	n/a	2242	880	n/a	1826812	
306	-1	0	0	N	2500	0	40	589	556	5	7	11	55940	588	n/a	700	588	0	1939	588	n/a	3415	585	n/a	1826906	
307	-1	0	0	N	2500	0	40	774	740	6	6	7	65532	772	n/a	732	765	0	912	770	n/a	1191	772	n/a	1827046	
308	-1	0	0	N	2500	0	40	845	720	7	8	11	51520	843	n/a	964	838	0	1735	842	n/a	3731	824	n/a	1827484	
309	-1	0	0	N	2500	0	40	548	602	6	8	11	63920	547	n/a	1088	542	0	1451	547	n/a	2707	547	n/a	1827515	
310	-1	0	0	N	2500	0	1	302	140	1	1	1	25588	301	n/a	380	301	0	520	301	n/a	521	301	n/a	1827625	
311	-1	0	0	N	2500	0	1	345	297	2	6	9	57128	344	n/a	848	338	0	2084	344	n/a	4060	341	n/a	1827625	
312	-1	0	0	N	2500	0	40	511	614	6	8	11	65224	510	n/a	900	505	0	1721	510	n/a	3160	510	n/a	1827656	
313	-1	0	0	N	2500	0	40	871	695	6	6	7	50252	869	n/a	580	845	0	1014	862	n/a	1798	814	n/a	1827703	
314	-1	0	0	N	2500	0	40	680	681	6	7	9	62260	679	n/a	836	668	0	1079	679	n/a	2203	679	n/a	1827750	
315	-1	0	0	N	2500	0	40	793	812	7	8	11	54808	791	n/a	688	783	0	1706	791	n/a	3391	791	n/a	1828187	
316	-1	0	0	N	2500	0	2	532	588	139	216	34	58084	531	n/a	17800	531	0	27254	531	n/a	3607	494	n/a	1828234	
317	-1	0	0	N	2500	0	2	857	715	174	269	38	49800	855	n/a	23056	855	1	36136	855	n/a	2347	714	n/a	1828250	
318	-1	0	0	N	2500	0	40	920	686	5	7	8	46580	918	n/a	500	904	0	1329	913	n/a	2561	894	n/a	1828812	
319	-1	0	0	N	2500	0	40	895	721	6	8	10	53744	893	n/a	740	875	0	1768	893	n/a	3061	855	n/a	1828953	
320	-1	0	0	N	2500	0	2	871	719	138	212	31	49432	869	n/a	14920	869	0	23405	869	n/a	2021	727	n/a	1829203	
321	-1	0	0	N	2500	0	40	1054	795	8	9	11	50076	1052	n/a	716	1037	0	1812	1050	n/a	3384	960	n/a	1829250	
322	-1	0	0	N	2500	0	40	624	532	5	6	8	59780	623	n/a	780	623	0	1403	623	n/a	2172	622	n/a	1829296	
323	-1	0	0	N	2500	0	40	744	660	5	7	9	56644	743	n/a	632	737	0	1140	743	n/a	2063	720	n/a	1829687	
324	-1	0	0	N	2500	0	1	262	112	1	1	1	27736	261	n/a	356	261	0	324	261	n/a	396	250	n/a	1829718	
325	-1	0	0	N	2500	0	40	438	422	3	6	9	57688	437	n/a	764	426	0	1935	437	n/a	3450	430	n/a	1829718	
326	-1	0	0	N	2500	0	1	165	127	0	0	0	42668	163	n/a	176	147	0	104	160	n/a	119	109	n/a	1829718	
327	-1	0	0	N	2500	0	40	847	665	6	8	12	54308	845	n/a	712	845	0	2119	843	n/a	3505	832	n/a	1829750	
328	-1	0	0	N	2500	0	40	812	640	6	7	10	55612	810	n/a	692	804	0	1804	810	n/a	3617	804	n/a	1829875	
329	-1	0	0	N	2500	0	40	854	611	5	6	8	50520	852	n/a	520	847	0	1384	849	n/a	2273	837	n/a	1830015	
330	-1	0	0	N	2500	0	40	946	748	7	10	12	54472	944	n/a	868	913	0	1894	941	n/a	3366	914	n/a	1830109	
331	-1	0	0	N	2500	0	2	556	491	115	178	28	54088	555	n/a	21612	555	0	33496	555	n/a	2283	508	n/a	1830218	
332	-1	0	0	N	2500	0	40	672	570	5	6	8	46680	671	n/a	784	665	0	1208	671	n/a	1930	663	n/a	1830218	
333	-1	0	0	N	2500	0	40	616	664	7	6	7	62072	615	n/a	768	613	0	946	615	n/a	1731	615	n/a	1830437	
334	-1	0	0	N	2500	0	40	902	741	7	7	9	47652	900	n/a	680	893	0	1302	900	n/a	2217	870	n/a	1830468	
335	-1	0	0	N	2500	0	40	440	543	6	9	12	65320	439	n/a	936	438	0	2209	439	n/a	3526	435	n/a	1830562	
336	-1	0	0	N	2500	0	2	442	473	104	165	29	54656	441	n/a	15532	441	0	24201	441	n/a	2619	435	n/a	1830640	
337	-1	0	0	N	2500	0	40	904	610	5	6	8	43720	902	n/a	528	877	0	1191	902	n/a	2340	851	n/a	1830781	
338	-1	0	0	N	2500	0	2	823	647	150	233	35	48456	821	n/a	17960	821	0	27447	821	n/a	3142	590	n/a	1830875	
339	-1	0	0	N	2500	0	40	620	704	7	7	9	58816	619	n/a	812	610	0	1198	619	n/a	1800	617	n/a	1830906	
340	-1	0	0	N	2500	0	40	739	729	6	7	10	54460	738	n/a	656	738	0	1591	738	n/a	3364	735	n/a	1830937	
341	-1	0	0	N	2500	0	2	746	675	134	207	31	53828	745	n/a	17248	745	0	27245	745	n/a	1529	693	n/a	1831000	
342	-1	0	0	N	2500	0	40	711	656	6	6	8	51100	710	n/a	832	704	0	1343	710	n/a	2703	698	n/a	1831062	
343	-1	0	0	N	2500	0	40	887	838	7	8	9	55540	885	n/a	588	878	0	1387	885	n/a	2485	876	n/a	1831171	
344	-1	0	0	N	2500	0	40	871	823	7	8	11	57928	869	n/a	844	845	0	1695	868	n/a	3271	857	n/a	1831812	
345	-1	0	0	N	2500	0	2	868	773	127	195	30	56096	866	n/a	16340	866	0	24000	866	n/a	2101	714	n/a	1831843	
346	-1	0	0	N	2500	0	40	362	352	5	6	8	54416	361	n/a	928	358	0	1773	361	n/a	2503	361	n/a	1831921	
347	-1	0	0	N	2500	0	2	392	491	125	196	30	64472	391	n/a	20248	391	0	30818	391	n/a	2900	387	n/a	1831984	
348	-1	0	0	N	2500	0	40	482	537	5	9	13	54968	481	n/a	836	481	0	2271	481	n/a	4228	481	n/a	1832156	
349	-1	0	0	N	2500	0	2	492	549	126	199	34	55616	491	n/a	18000	491	0	28535	491	n/a	3051	488	n/a	1832250	
350	-1	0	0	N	2500	0	40	569	665	7	8	10	65532	568	n/a	1224	565	0	1490	568	n/a	2552	555	n/a	1832281	
351	-1	0	0	N	2500	0	2	929	792	179	277	40	51364	927	n/a	19648	927	0	30673	927	n/a	2581	719	n/a	1832281	
352	-1	0	0	N	2500	0	2	748	689	111	172	26	53300	747	n/a	13156	747	0	20611	747	n/a	2934	628	n/a	1832312	
353	-1	0	0	N	2500	0	40	831	581	6	5	7	44936	829	n/a	500	817	0	865	829	n/a	1570	821	n/a	1832390	
354	-1	0	0	N	2500	0	40	536	489	6	10	13	60552	535	n/a	1056	533	0	2679	535	n/a	4383	534	n/a	1832406	
355	-1	0	0	N	2500	0	40	724	593	5	6	7	47960	723	n/a	524	723	0	1381	723	n/a	2852	708	n/a	1832515	
356	-1	0	0	N	2500	0	40	841	726	6	6	9	51840	839	n/a	760	817	0	1399	833	n/a	2621	819	n/a	1832578	
357	-1	0	0	N	2500	0	40	620	552	5	7	11	59368	619	n/a	772	584	0	2150	617	n/a	4192	598	n/a	1832578	
358	-1	0	0	N	2500	0	40	912	887	8	10	14	59900	910	n/a	908	905	0	1691	908	n/a	3334	876	n/a	1832609	
359	-1	0	0	N	2500	0	40	855	571	5	5	6	45088	853	n/a	588	830	0	1014	852	n/a	1798	814	n/a	1832656	
360	-1	0	0	N	2500	0	40	406	512	4	6	9	63180	405	n/a	792	405	0	1602	405	n/a	3220	405	n/a	1832656	
361	-1	0	0	N	2500	0	40	680	694	7	8	11	65532	679	n/a	940	670	0	1510	678	n/a	2938	679	n/a	1832687	
362	-1	0	0	N	2500	0	40	535	632	6	7	9	65532	534	n/a	804	531	0	1012	534	n/a	1624	534	n/a	1832718	
363	-1	0	0	N	2500	0	40	568	707	7	8	11	57768	567	n/a	860	563	0	1407	567	n/a	2588	567	n/a	1832859	
364	-1	0	0	N	2500	0	40	481	571	6	7	10	63192	480	n/a	892	480	0	1786	480	n/a	3518	479	n/a	1832875	
365	-1	0	0	N	2500	0	2	507	584	160	249	37	56496	506	n/a	20168	506	0	31190	506	n/a	3314	460	n/a	1832921	
366	-1	0	0	N	2500	0	40	826	578	4	7	10	62748	824	n/a	832	788	0	2057	821	n/a	4126	785	n/a	1833031	
367	-1	0	0	N	2500	0	40	976	799	6	7	9	57980	974	n/a	556	971	0	1533	972	n/a	3066	941	n/a	1833062	
368	-1	0	0	N	2500	0	40	789	710	6	8	10	55984	787	n/a	712	770	0	1416	782	n/a	2172	780	n/a	1833156	
369	-1	0	0	N	2500	0	2	866	557	137	213	31	54152	864	n/a	21988	864	0	34236	864	n/a	2648	666	n/a	1833218	
370	-1	0	0	N	2500	0	40	548	614	5	7	10	64220	547	n/a	820	528	0	1763	542	n/a	3444	536	n/a	1833343	
371	-1	0	0	N	2500	0	40	650	553	6	8	10	48276	649	n/a	740	646	0	1590	649	n/a	2958	647	n/a	1833375	
372	-1	0	0	N	2500	0	40	511	622	6	10	13	62892	510	n/a	724	510	0	1544	510	n/a	2599	510	n/a	1833593	
373	-1	0	0	N	2500	0	40	457	552	5	8	11	65532	456	n/a	1116	436	0	1907	456	n/a	2830	456	n/a	1833609	
374	-1	0	0	N	2500	0	2	497	355	81	128	20	35716	496	n/a	10984	496	0	17125	496	n/a	2791	475	n/a	1833750	
375	-1	0	0	N	2500	0	40	422	513	4	6	9	63880	421	n/a	848	416	0	1803	421	n/a	3560	416	n/a	1834000	
376	-1	0	0	N	2500	0	40	943	718	6	7	9	44200	941	n/a	564	930	0	1210	938	n/a	2319	856	n/a	1834203	
377	-1	0	0	N	2500	0	2	909	727	133	204	30	53824	907	n/a	14572	907	0	22173	907	n/a	2383	650	n/a	1834359	
378	-1	0	0	N	2500	0	40	854	688	6	6	8	50056	852	n/a	640	836	0	1088	850	n/a	1681	839	n/a	1834375	
379	-1	0	0	N	2500	0	2	700	690	131	205	32	54648	699	n/a	16936	699	0	25903	699	n/a	3919	596	n/a	1834406	
380	-1	0	0	N	2500	0	40	510	645	7	7	10	60956	509	n/a	868	502	0	1426	509	n/a	2924	509	n/a	1834453	
381	-1	0	0	N	2500	0	40	611	539	4	6	8	50460	610	n/a	528	610	0	1062	610	n/a	1810	602	n/a	1834640	
382	-1	0	0	N	2500	0	40	965	776	6	7	9	46736	963	n/a	500	961	0	1074	960	n/a	1943	933	n/a	1834703	
383	-1	0	0	N	2500	0	40	691	646	5	9	12	49240	690	n/a	528	686	0	1600	690	n/a	2806	690	n/a	1834750	
384	-1	0	0	N	2500	0	40	662	709	7	6	7	65532	661	n/a	1248	660	0	986	661	n/a	1368	657	n/a	1834890	
385	-1	0	0	N	2500	0	2	874	698	143	225	35	59804	872	n/a	18383	872	0	29079	872	n/a	3594	675	n/a	1834906	
386	-1	0	0	N	2500	0	40	803	690	7	7	9	54088	801	n/a	788	791	0	1368	801	n/a	2196	790	n/a	1834937	
387	-1	0	0	N	2500	0	40	656	496	4	7	9	51524	655	n/a	792	638	0	1578	655	n/a	2444	642	n/a	1835000	
388	-1	0	0	N	2500	0	2	519	507	118	183	27	59892	518	n/a	16700	518	0	26044	518	n/a	1838	474	n/a	1835140	
389	-1	0	0	N	2500	0	40	527	658	6	8	10	65240	526	n/a	852	519	0	1206	526	n/a	1883	524	n/a	1835421	
390	-1	0	0	N	2500	0	40	503	523	4	7	9	57748	502	n/a	712	498	0	1514	502	n/a	2407	497	n/a	1835468	
391	-1	0	0	N	2500	0	40	483	551	5	7	10	65532	482	n/a	1084	480	0	1425	482	n/a	2619	482	n/a	1835546	
392	-1	0	0	N	2500	0	40	473	591	6	7	9	65532	472	n/a	936	472	0	1109	472	n/a	1729	472	n/a	1835578	
393	-1	0	0	N	2500	0	40	997	862	8	9	11	54604	995	n/a	668	952	0	1222	985	n/a	2247	944	n/a	1835593	
394	-1	0	0	N	2500	0	40	530	655	6	7	11	61460	529	n/a	772	523	0	1536	529	n/a	3374	529	n/a	1835671	
395	-1	0	0	N	2500	0	1	161	109	0	0	0	33212	159	n/a	72	133	0	116	158	n/a	85	107	n/a	1835703	
396	-1	0	0	N	2500	0	40	808	586	5	10	14	50672	806	n/a	1052	799	0	2603	806	n/a	4572	805	n/a	1835796	
397	-1	0	0	N	2500	0	2	573	678	148	234	33	65532	572	n/a	23064	572	0	35974	572	n/a	1398	493	n/a	1835921	
398	-1	0	0	N	2500	0	40	824	546	5	7	9	43308	822	n/a	688	819	0	1788	822	n/a	3370	815	n/a	1835937	
399	-1	0	0	N	2500	0	2	792	703	149	231	35	54008	790	n/a	19112	790	0	29539	790	n/a	2422	658	n/a	1836046	
400	-1	0	0	N	2500	0	2	846	630	168	260	40	56972	844	n/a	22624	844	0	35004	844	n/a	3470	760	n/a	1836265	
401	-1	0	0	N	2500	0	40	531	575	5	9	12	60944	530	n/a	660	530	0	2181	530	n/a	3688	530	n/a	1836437	
402	-1	0	0	N	2500	0	2	543	479	128	200	29	50796	542	n/a	15828	542	0	24839	542	n/a	2569	520	n/a	1836453	
403	-1	0	0	N	2500	0	2	824	727	125	195	30	58748	822	n/a	16380	822	0	24984	822	n/a	3068	669	n/a	1836562	
404	-1	0	0	N	2500	0	40	819	597	5	6	8	51380	817	n/a	580	804	0	1169	817	n/a	2158	801	n/a	1836843	
405	-1	0	0	N	2500	0	2	661	572	114	178	29	46980	660	n/a	16072	660	0	24733	660	n/a	3916	572	n/a	1836921	
406	-1	0	0	N	2500	0	40	866	765	6	7	8	58156	864	n/a	632	852	0	1053	862	n/a	1498	819	n/a	1836984	
407	-1	0	0	N	2500	0	2	763	645	162	255	42	43468	761	n/a	20380	761	1	32375	761	n/a	3867	698	n/a	1836984	
408	-1	0	0	N	2500	0	40	789	674	5	7	10	61496	787	n/a	556	771	0	1526	787	n/a	2636	786	n/a	1837671	
409	-1	0	0	N	2500	0	40	620	646	7	9	11	60020	619	n/a	912	602	0	1492	619	n/a	2590	613	n/a	1837687	
410	-1	0	0	N	2500	0	40	739	730	6	8	9	57804	738	n/a	648	729	0	844	738	n/a	1376	736	n/a	1837750	
411	-1	0	0	N	2500	0	40	863	687	5	5	7	54052	861	n/a	592	856	0	917	861	n/a	1643	817	n/a	1837812	
412	-1	0	0	N	2500	0	40	873	651	6	7	9	45188	871	n/a	840	863	0	1609	862	n/a	3388	826	n/a	1838046	
413	-1	0	0	N	2500	0	40	796	835	9	10	13	62820	794	n/a	816	794	0	1804	794	n/a	3161	783	n/a	1838078	
414	-1	0	0	N	2500	0	40	502	457	6	5	7	45328	501	n/a	792	500	0	868	501	n/a	1226	501	n/a	1838109	
